time (s), x (m), y (m), z (m), rho
8447.9,-555.8,-578.06,-1.6801,8.6044e-14
8453,-556.04,-578.63,-1.6769,7.3775e-14
8458.1,-556.28,-579.19,-1.6738,6.3237e-14
8463.3,-556.52,-579.75,-1.6707,5.7376e-14
8468.4,-556.75,-580.32,-1.6675,4.9151e-14
8473.5,-556.99,-580.88,-1.6644,4.2094e-14
8478.6,-557.22,-581.44,-1.6613,3.6041e-14
8483.7,-557.46,-582,-1.6581,3.085e-14
8488.8,-557.69,-582.56,-1.655,2.6399e-14
8493.9,-557.92,-583.12,-1.6519,2.2585e-14
8499,-558.16,-583.67,-1.6488,1.9317e-14
8504.1,-558.39,-584.23,-1.6457,1.6518e-14
8509.2,-558.62,-584.79,-1.6426,1.412e-14
8514.4,-558.85,-585.34,-1.6395,1.2068e-14
8519.5,-559.08,-585.89,-1.6364,1.0312e-14
8524.6,-559.31,-586.45,-1.6333,8.8089e-15
8529.7,-559.53,-587,-1.6303,7.5232e-15
8534.8,-559.76,-587.55,-1.6272,6.4238e-15
8539.9,-559.99,-588.1,-1.6241,5.4837e-15
8545,-560.21,-588.65,-1.6211,4.6802e-15
8550.1,-560.44,-589.2,-1.618,3.9936e-15
8555.2,-560.67,-589.75,-1.6149,3.4069e-15
8560.4,-560.89,-590.29,-1.6119,2.9058e-15
8565.5,-561.11,-590.84,-1.6089,2.4779e-15
8570.6,-561.34,-591.38,-1.6058,2.1126e-15
8575.7,-561.56,-591.93,-1.6028,1.8008e-15
8580.8,-561.78,-592.47,-1.5998,1.6157e-15
8585.9,-562,-593.01,-1.5967,1.3773e-15
8591,-562.22,-593.55,-1.5937,1.1738e-15
8596.1,-562.44,-594.09,-1.5907,1.0002e-15
8601.2,-562.66,-594.63,-1.5877,8.5206e-16
8606.4,-562.88,-595.17,-1.5847,7.2577e-16
8611.5,-563.1,-595.71,-1.5817,6.1808e-16
8616.6,-563.31,-596.25,-1.5787,5.2629e-16
8621.7,-563.53,-596.78,-1.5757,4.4804e-16
8626.8,-563.75,-597.32,-1.5727,3.8137e-16
8631.9,-563.96,-597.85,-1.5698,3.2457e-16
8637,-564.18,-598.38,-1.5668,2.7618e-16
8642.1,-564.39,-598.91,-1.5638,2.3497e-16
8647.2,-564.6,-599.44,-1.5609,1.9988e-16
8652.3,-564.81,-599.97,-1.5579,1.7e-16
8657.5,-565.03,-600.5,-1.555,1.4457e-16
8662.6,-565.24,-601.03,-1.552,1.2293e-16
8667.7,-565.45,-601.56,-1.5491,1.0451e-16
8672.8,-565.66,-602.08,-1.5462,8.8838e-17
8677.9,-565.87,-602.61,-1.5432,7.5507e-17
8683,-566.08,-603.13,-1.5403,6.4168e-17
8688.1,-566.28,-603.66,-1.5374,5.4525e-17
8693.2,-566.49,-604.18,-1.5345,4.6325e-17
8698.3,-566.7,-604.7,-1.5316,3.9354e-17
8703.5,-566.9,-605.22,-1.5287,3.5405e-17
8708.6,-567.11,-605.74,-1.5258,3.0084e-17
8713.7,-567.31,-606.25,-1.5229,2.5561e-17
8718.8,-567.52,-606.77,-1.52,2.1715e-17
8723.9,-567.72,-607.29,-1.5171,1.8446e-17
8729,-567.92,-607.8,-1.5143,1.5668e-17
8734.1,-568.13,-608.32,-1.5114,1.3307e-17
8739.2,-568.33,-608.83,-1.5085,1.13e-17
8744.3,-568.53,-609.34,-1.5057,9.5956e-18
8749.4,-568.73,-609.85,-1.5028,8.1473e-18
8754.6,-568.93,-610.36,-1.5,6.9171e-18
8759.7,-569.13,-610.87,-1.4972,5.8722e-18
8764.8,-569.32,-611.38,-1.4943,4.9847e-18
8769.9,-569.52,-611.88,-1.4915,4.2311e-18
8775,-569.72,-612.39,-1.4887,3.5911e-18
8780.1,-569.92,-612.89,-1.4859,3.0478e-18
8785.2,-570.11,-613.4,-1.4831,2.5865e-18
8790.3,-570.31,-613.9,-1.4803,2.1949e-18
8795.4,-570.5,-614.4,-1.4775,1.8625e-18
8800.6,-570.69,-614.9,-1.4747,1.5803e-18
8805.7,-570.89,-615.4,-1.4719,1.3409e-18
8810.8,-571.08,-615.9,-1.4691,1.1376e-18
8815.9,-571.27,-616.39,-1.4664,9.6518e-19
8821,-571.46,-616.89,-1.4636,8.4576e-19
8826.1,-571.65,-617.38,-1.4608,7.1773e-19
8831.2,-571.84,-617.88,-1.4581,6.0907e-19
8836.3,-572.03,-618.37,-1.4553,5.1684e-19
8841.4,-572.22,-618.86,-1.4526,4.3857e-19
8846.6,-572.41,-619.35,-1.4499,3.7214e-19
8851.7,-572.59,-619.84,-1.4471,3.1577e-19
8856.8,-572.78,-620.33,-1.4444,2.6793e-19
8861.9,-572.97,-620.82,-1.4417,2.2734e-19
8867,-573.15,-621.3,-1.439,1.929e-19
8872.1,-573.34,-621.79,-1.4363,1.6368e-19
8877.2,-573.52,-622.27,-1.4336,1.3888e-19
8882.3,-573.7,-622.75,-1.4309,1.1784e-19
8887.4,-573.89,-623.23,-1.4282,9.9987e-20
8892.5,-574.07,-623.72,-1.4255,8.4841e-20
8897.7,-574.25,-624.19,-1.4229,7.1991e-20
8902.8,-574.43,-624.67,-1.4202,6.1088e-20
8907.9,-574.61,-625.15,-1.4175,5.1837e-20
8913,-574.79,-625.62,-1.4149,4.3989e-20
8918.1,-574.97,-626.1,-1.4122,3.733e-20
8923.2,-575.15,-626.57,-1.4096,3.168e-20
8928.3,-575.32,-627.04,-1.407,2.6886e-20
8933.4,-575.5,-627.52,-1.4043,2.2819e-20
8938.5,-575.68,-627.98,-1.4017,1.9368e-20
8943.7,-575.85,-628.45,-1.3991,1.625e-20
8948.8,-576.03,-628.92,-1.3965,1.3797e-20
8953.9,-576.2,-629.39,-1.3939,1.1714e-20
8959,-576.37,-629.85,-1.3913,9.9469e-21
8964.1,-576.55,-630.32,-1.3887,8.4466e-21
8969.2,-576.72,-630.78,-1.3861,7.1732e-21
8974.3,-576.89,-631.24,-1.3836,6.0921e-21
8979.4,-577.06,-631.7,-1.381,5.1744e-21
8984.5,-577.23,-632.16,-1.3784,4.3952e-21
8989.7,-577.4,-632.62,-1.3759,3.7337e-21
8994.8,-577.57,-633.07,-1.3733,3.172e-21
8999.9,-577.74,-633.53,-1.3708,2.6951e-21
9005,-577.91,-633.98,-1.3683,2.2901e-21
9010.1,-578.08,-634.44,-1.3657,1.9461e-21
9015.2,-578.24,-634.89,-1.3632,1.654e-21
9020.3,-578.41,-635.34,-1.3607,1.4059e-21
9025.4,-578.57,-635.79,-1.3582,1.1951e-21
9030.5,-578.74,-636.24,-1.3557,1.016e-21
9035.6,-578.9,-636.68,-1.3532,8.6392e-22
9040.8,-579.06,-637.13,-1.3507,7.3466e-22
9045.9,-579.23,-637.57,-1.3483,6.2482e-22
9051,-579.39,-638.02,-1.3458,5.3147e-22
9056.1,-579.55,-638.46,-1.3433,4.5213e-22
9061.2,-579.71,-638.9,-1.3409,3.5919e-22
9066.3,-579.87,-639.34,-1.3384,3.0569e-22
9071.4,-580.03,-639.78,-1.336,2.602e-22
9076.5,-580.19,-640.21,-1.3335,2.2152e-22
9081.6,-580.35,-640.65,-1.3311,1.8861e-22
9086.8,-580.5,-641.08,-1.3287,1.6062e-22
9091.9,-580.66,-641.51,-1.3263,1.368e-22
9097,-580.82,-641.95,-1.3239,1.1654e-22
9102.1,-580.97,-642.38,-1.3215,9.9289e-23
9107.2,-581.13,-642.81,-1.3191,8.4609e-23
9112.3,-581.28,-643.23,-1.3167,7.2113e-23
9117.4,-581.44,-643.66,-1.3143,6.1473e-23
9122.5,-581.59,-644.09,-1.3119,5.2413e-23
9127.6,-581.74,-644.51,-1.3096,4.4697e-23
9132.7,-581.89,-644.93,-1.3072,3.8124e-23
9137.9,-582.04,-645.35,-1.3049,3.2524e-23
9143,-582.19,-645.77,-1.3025,2.7752e-23
9148.1,-582.34,-646.19,-1.3002,2.3686e-23
9153.2,-582.49,-646.61,-1.2979,2.0219e-23
9158.3,-582.64,-647.02,-1.2955,1.7263e-23
9163.4,-582.79,-647.44,-1.2932,1.4743e-23
9168.5,-582.94,-647.85,-1.2909,1.2594e-23
9173.6,-583.08,-648.26,-1.2886,1.076e-23
9178.7,-583.23,-648.67,-1.2863,9.1954e-24
9183.9,-583.37,-649.08,-1.2841,7.0434e-24
9189,-583.52,-649.49,-1.2818,6.0219e-24
9194.1,-583.66,-649.9,-1.2795,5.1499e-24
9199.2,-583.81,-650.3,-1.2773,4.4052e-24
9204.3,-583.95,-650.71,-1.275,3.7692e-24
9209.4,-584.09,-651.11,-1.2728,3.2258e-24
9214.5,-584.23,-651.51,-1.2705,2.7615e-24
9219.6,-584.37,-651.91,-1.2683,2.3646e-24
9224.7,-584.51,-652.31,-1.2661,2.0253e-24
9229.9,-584.65,-652.71,-1.2639,1.7352e-24
9235,-584.79,-653.1,-1.2616,1.487e-24
9240.1,-584.93,-653.5,-1.2594,1.2747e-24
9245.2,-585.07,-653.89,-1.2573,1.093e-24
9250.3,-585.2,-654.28,-1.2551,9.3748e-25
9255.4,-585.34,-654.67,-1.2529,8.0432e-25
9260.5,-585.48,-655.06,-1.2507,6.9029e-25
9265.6,-585.61,-655.45,-1.2486,5.926e-25
9270.7,-585.75,-655.83,-1.2464,5.0889e-25
9275.8,-585.88,-656.22,-1.2443,4.3714e-25
9281,-586.01,-656.6,-1.2421,3.7562e-25
9286.1,-586.15,-656.98,-1.24,3.2287e-25
9291.2,-586.28,-657.36,-1.2379,2.7761e-25
9296.3,-586.41,-657.74,-1.2358,2.3877e-25
9301.4,-586.54,-658.12,-1.2337,1.7466e-25
9306.5,-586.67,-658.49,-1.2316,1.5029e-25
9311.6,-586.8,-658.87,-1.2295,1.2937e-25
9316.7,-586.93,-659.24,-1.2274,1.114e-25
9321.8,-587.05,-659.61,-1.2253,9.5954e-26
9327,-587.18,-659.98,-1.2233,8.2682e-26
9332.1,-587.31,-660.35,-1.2212,7.127e-26
9337.2,-587.44,-660.72,-1.2192,6.1456e-26
9342.3,-587.56,-661.08,-1.2171,5.3013e-26
9347.4,-587.69,-661.45,-1.2151,4.5746e-26
9352.5,-587.81,-661.81,-1.2131,3.9491e-26
9357.6,-587.93,-662.17,-1.2111,3.4103e-26
9362.7,-588.06,-662.53,-1.209,2.9462e-26
9367.8,-588.18,-662.89,-1.207,2.5463e-26
9372.9,-588.3,-663.25,-1.2051,2.2014e-26
9378.1,-588.42,-663.6,-1.2031,1.9041e-26
9383.2,-588.54,-663.96,-1.2011,1.6475e-26
9388.3,-588.66,-664.31,-1.1991,1.4261e-26
9393.4,-588.78,-664.66,-1.1972,1.235e-26
9398.5,-588.9,-665.01,-1.1952,1.0699e-26
9403.6,-589.02,-665.36,-1.1933,9.2727e-27
9408.7,-589.13,-665.7,-1.1914,8.0399e-27
9413.8,-589.25,-666.05,-1.1894,6.9739e-27
9418.9,-589.37,-666.39,-1.1875,6.0519e-27
9424.1,-589.48,-666.73,-1.1856,4.1225e-27
9429.2,-589.6,-667.07,-1.1837,3.5791e-27
9434.3,-589.71,-667.41,-1.1818,3.1087e-27
9439.4,-589.82,-667.75,-1.1799,2.7013e-27
9444.5,-589.94,-668.09,-1.1781,2.3484e-27
9449.6,-590.05,-668.42,-1.1762,2.0425e-27
9454.7,-590.16,-668.75,-1.1743,1.7773e-27
9459.8,-590.27,-669.08,-1.1725,1.5472e-27
9464.9,-590.38,-669.41,-1.1707,1.3476e-27
9470.1,-590.49,-669.74,-1.1688,1.1742e-27
9475.2,-590.6,-670.07,-1.167,1.0237e-27
9480.3,-590.71,-670.39,-1.1652,8.9284e-28
9485.4,-590.82,-670.72,-1.1634,7.7911e-28
9490.5,-590.92,-671.04,-1.1616,6.802e-28
9495.6,-591.03,-671.36,-1.1598,5.9414e-28
9500.7,-591.13,-671.68,-1.158,5.1923e-28
9505.8,-591.24,-671.99,-1.1563,4.5399e-28
9510.9,-591.34,-672.31,-1.1545,3.9715e-28
9516,-591.45,-672.62,-1.1527,3.476e-28
9521.2,-591.55,-672.94,-1.151,3.0439e-28
9526.3,-591.65,-673.25,-1.1493,2.6669e-28
9531.4,-591.76,-673.56,-1.1475,2.3378e-28
9536.5,-591.86,-673.86,-1.1458,2.0504e-28
9541.6,-591.96,-674.17,-1.1441,1.2609e-28
9546.7,-592.06,-674.47,-1.1424,1.1064e-28
9551.8,-592.16,-674.78,-1.1407,9.7143e-29
9556.9,-592.26,-675.08,-1.1391,8.5336e-29
9562,-592.35,-675.38,-1.1374,7.5005e-29
9567.2,-592.45,-675.68,-1.1357,6.5961e-29
9572.3,-592.55,-675.97,-1.1341,5.804e-29
9577.4,-592.65,-676.27,-1.1324,5.1099e-29
9582.5,-592.74,-676.56,-1.1308,4.5014e-29
9587.6,-592.84,-676.85,-1.1292,3.9676e-29
9592.7,-592.93,-677.14,-1.1275,3.499e-29
9597.8,-593.02,-677.43,-1.1259,3.0876e-29
9602.9,-593.12,-677.72,-1.1243,2.7262e-29
9608,-593.21,-678,-1.1227,2.4084e-29
9613.2,-593.3,-678.28,-1.1212,2.129e-29
9618.3,-593.39,-678.57,-1.1196,1.8831e-29
9623.4,-593.48,-678.85,-1.118,1.6666e-29
9628.5,-593.57,-679.12,-1.1165,1.4759e-29
9633.6,-593.66,-679.4,-1.1149,1.3077e-29
9638.7,-593.75,-679.67,-1.1134,1.1595e-29
9643.8,-593.84,-679.95,-1.1119,1.0287e-29
9648.9,-593.93,-680.22,-1.1104,9.1317e-30
9654,-594.01,-680.49,-1.1089,8.1114e-30
9659.1,-594.1,-680.76,-1.1074,7.2096e-30
9664.3,-594.19,-681.02,-1.1059,3.8328e-30
9669.4,-594.27,-681.29,-1.1044,3.4089e-30
9674.5,-594.35,-681.55,-1.1029,3.0338e-30
9679.6,-594.44,-681.81,-1.1015,2.7017e-30
9684.7,-594.52,-682.07,-1.1,2.4075e-30
9689.8,-594.6,-682.33,-1.0986,2.1467e-30
9694.9,-594.69,-682.59,-1.0972,1.9155e-30
9700,-594.77,-682.84,-1.0957,1.7102e-30
9705.1,-594.85,-683.1,-1.0943,1.528e-30
9710.3,-594.93,-683.35,-1.0929,1.3661e-30
9715.4,-595.01,-683.6,-1.0915,1.2222e-30
9720.5,-595.08,-683.84,-1.0901,1.0942e-30
9725.6,-595.16,-684.09,-1.0888,9.8026e-31
9730.7,-595.24,-684.33,-1.0874,8.7877e-31
9735.8,-595.32,-684.58,-1.0861,7.8834e-31
9740.9,-595.39,-684.82,-1.0847,7.077e-31
9746,-595.47,-685.06,-1.0834,6.3575e-31
9751.1,-595.54,-685.29,-1.0821,5.7151e-31
9756.2,-595.62,-685.53,-1.0807,5.1412e-31
9761.4,-595.69,-685.76,-1.0794,4.6283e-31
9766.5,-595.76,-685.99,-1.0781,4.1694e-31
9771.6,-595.84,-686.22,-1.0769,3.7587e-31
9776.7,-595.91,-686.45,-1.0756,3.3909e-31
9781.8,-595.98,-686.68,-1.0743,1.5188e-31
9786.9,-596.05,-686.91,-1.0731,1.3713e-31
9792,-596.12,-687.13,-1.0718,1.2391e-31
9797.1,-596.19,-687.35,-1.0706,1.1205e-31
9802.2,-596.26,-687.57,-1.0694,1.014e-31
9807.4,-596.33,-687.79,-1.0681,9.1824e-32
9812.5,-596.39,-688,-1.0669,8.3218e-32
9817.6,-596.46,-688.22,-1.0657,7.5474e-32
9822.7,-596.53,-688.43,-1.0646,6.8503e-32
9827.8,-596.59,-688.64,-1.0634,6.2223e-32
9832.9,-596.66,-688.85,-1.0622,5.6561e-32
9838,-596.72,-689.06,-1.0611,5.1454e-32
9843.1,-596.78,-689.26,-1.0599,4.6844e-32
9848.2,-596.85,-689.46,-1.0588,4.2679e-32
9853.4,-596.91,-689.67,-1.0577,3.8916e-32
9858.5,-596.97,-689.87,-1.0565,3.5511e-32
9863.6,-597.03,-690.06,-1.0554,3.243e-32
9868.7,-597.09,-690.26,-1.0544,2.9639e-32
9873.8,-597.15,-690.45,-1.0533,2.711e-32
9878.9,-597.21,-690.65,-1.0522,2.4816e-32
9884,-597.27,-690.84,-1.0511,2.2734e-32
9889.1,-597.33,-691.03,-1.0501,2.0844e-32
9894.2,-597.39,-691.21,-1.049,1.9126e-32
9899.3,-597.44,-691.4,-1.048,1.7563e-32
9904.5,-597.5,-691.58,-1.047,6.7106e-33
9909.6,-597.55,-691.76,-1.046,6.1695e-33
9914.7,-597.61,-691.94,-1.045,5.6767e-33
9919.8,-597.66,-692.12,-1.044,5.2276e-33
9924.9,-597.72,-692.29,-1.043,4.8179e-33
9930,-597.77,-692.47,-1.042,4.4441e-33
9935.1,-597.82,-692.64,-1.0411,4.1026e-33
9940.2,-597.87,-692.81,-1.0401,3.7906e-33
9945.3,-597.92,-692.98,-1.0392,3.5052e-33
9950.5,-597.97,-693.14,-1.0383,3.2441e-33
9955.6,-598.02,-693.31,-1.0373,3.0049e-33
9960.7,-598.07,-693.47,-1.0364,2.7858e-33
9965.8,-598.12,-693.63,-1.0355,2.5848e-33
9970.9,-598.17,-693.79,-1.0346,2.4003e-33
9976,-598.22,-693.95,-1.0338,2.231e-33
9981.1,-598.26,-694.1,-1.0329,2.0753e-33
9986.2,-598.31,-694.26,-1.0321,1.9322e-33
9991.3,-598.36,-694.41,-1.0312,1.8005e-33
9996.5,-598.4,-694.56,-1.0304,1.6793e-33
10002,-598.44,-694.7,-1.0296,1.5676e-33
10007,-598.49,-694.85,-1.0288,1.4645e-33
10012,-598.53,-694.99,-1.028,1.3695e-33
10017,-598.57,-695.13,-1.0272,1.2818e-33
10022,-598.62,-695.27,-1.0264,4.2459e-34
10027,-598.66,-695.41,-1.0256,3.9794e-34
10032,-598.7,-695.54,-1.0249,3.733e-34
10037,-598.74,-695.68,-1.0241,3.505e-34
10042,-598.78,-695.81,-1.0234,3.2939e-34
10048,-598.81,-695.94,-1.0227,3.0983e-34
10053,-598.85,-696.07,-1.0219,2.917e-34
10058,-598.89,-696.19,-1.0212,2.7488e-34
10063,-598.93,-696.32,-1.0206,2.5926e-34
10068,-598.96,-696.44,-1.0199,2.4476e-34
10073,-599,-696.56,-1.0192,2.3128e-34
10078,-599.03,-696.68,-1.0185,2.1874e-34
10083,-599.07,-696.79,-1.0179,2.0707e-34
10088,-599.1,-696.91,-1.0173,1.9621e-34
10094,-599.13,-697.02,-1.0166,1.8609e-34
10099,-599.17,-697.13,-1.016,1.7665e-34
10104,-599.2,-697.24,-1.0154,1.6786e-34
10109,-599.23,-697.34,-1.0148,1.5964e-34
10114,-599.26,-697.44,-1.0143,1.5198e-34
10119,-599.29,-697.55,-1.0137,1.4481e-34
10124,-599.32,-697.65,-1.0131,1.3812e-34
10129,-599.35,-697.74,-1.0126,1.3186e-34
10134,-599.38,-697.84,-1.0121,1.26e-34
10140,-599.4,-697.93,-1.0115,1.2052e-34
10145,-599.43,-698.03,-1.011,3.5108e-35
10150,-599.46,-698.12,-1.0105,3.3636e-35
10155,-599.48,-698.2,-1.01,3.2257e-35
10160,-599.51,-698.29,-1.0096,3.0964e-35
10165,-599.53,-698.37,-1.0091,2.9752e-35
10170,-599.56,-698.45,-1.0086,2.8616e-35
10175,-599.58,-698.53,-1.0082,2.7549e-35
10180,-599.6,-698.61,-1.0078,2.6548e-35
10186,-599.62,-698.69,-1.0073,2.5609e-35
10191,-599.64,-698.76,-1.0069,2.4727e-35
10196,-599.66,-698.83,-1.0065,2.3899e-35
10201,-599.68,-698.9,-1.0061,2.3121e-35
10206,-599.7,-698.97,-1.0058,2.2391e-35
10211,-599.72,-699.03,-1.0054,2.1705e-35
10216,-599.74,-699.09,-1.0051,2.1061e-35
10221,-599.76,-699.16,-1.0047,2.0457e-35
10226,-599.78,-699.21,-1.0044,1.989e-35
10232,-599.79,-699.27,-1.0041,1.9357e-35
10237,-599.81,-699.33,-1.0038,1.8858e-35
10242,-599.82,-699.38,-1.0035,1.839e-35
10247,-599.84,-699.43,-1.0032,1.7952e-35
10252,-599.85,-699.48,-1.0029,1.7542e-35
10257,-599.86,-699.52,-1.0027,1.7159e-35
10262,-599.88,-699.57,-1.0024,4.4317e-36
10267,-599.89,-699.61,-1.0022,4.343e-36
10272,-599.9,-699.65,-1.002,4.2605e-36
10278,-599.91,-699.69,-1.0017,4.1838e-36
10283,-599.92,-699.72,-1.0015,4.1128e-36
10288,-599.93,-699.76,-1.0014,4.047e-36
10293,-599.94,-699.79,-1.0012,3.9864e-36
10298,-599.95,-699.82,-1.001,3.9308e-36
10303,-599.96,-699.84,-1.0009,3.8799e-36
10308,-599.96,-699.87,-1.0007,3.8337e-36
10313,-599.97,-699.89,-1.0006,3.7919e-36
10318,-599.98,-699.91,-1.0005,3.7545e-36
10324,-599.98,-699.93,-1.0004,3.7213e-36
10329,-599.98,-699.95,-1.0003,3.6922e-36
10334,-599.99,-699.96,-1.0002,3.6671e-36
10339,-599.99,-699.97,-1.0002,3.6461e-36
10344,-600,-699.98,-1.0001,3.6289e-36
10349,-600,-699.99,-1.0001,3.6156e-36
10354,-600,-700,-1,3.6061e-36
10359,-600,-700,-1,3.6005e-36
10364,-600,-700,-1,3.5986e-36
