time (s), x (m), y (m), z (m), rho
3112.4,60.279,-40.03,-3.8454,0.0023701
3117.5,60.089,-40.121,-3.8492,0.0023687
3122.6,59.898,-40.211,-3.853,0.0023673
3127.7,59.707,-40.302,-3.8568,0.002366
3132.8,59.516,-40.393,-3.8606,0.0023647
3137.9,59.325,-40.484,-3.8644,0.0023634
3143.1,59.133,-40.575,-3.8682,0.0023622
3148.2,58.942,-40.666,-3.872,0.0023611
3153.3,58.751,-40.757,-3.8757,0.0023599
3158.4,58.559,-40.848,-3.8795,0.0023589
3163.5,58.367,-40.939,-3.8832,0.0023578
3168.6,58.176,-41.03,-3.887,0.0023568
3173.7,57.984,-41.122,-3.8908,0.0023559
3178.8,57.792,-41.213,-3.8945,0.002355
3183.9,57.6,-41.304,-3.8982,0.0023947
3189.1,57.408,-41.396,-3.902,0.0023941
3194.2,57.216,-41.487,-3.9057,0.0023935
3199.3,57.023,-41.579,-3.9094,0.0023929
3204.4,56.831,-41.67,-3.9132,0.0023924
3209.5,56.639,-41.762,-3.9169,0.0023919
3214.6,56.446,-41.854,-3.9206,0.0023915
3219.7,56.253,-41.945,-3.9243,0.0023912
3224.8,56.061,-42.037,-3.928,0.0023909
3229.9,55.868,-42.129,-3.9317,0.0023907
3235,55.675,-42.221,-3.9354,0.0023905
3240.2,55.482,-42.312,-3.9391,0.0023904
3245.3,55.288,-42.404,-3.9428,0.0023904
3250.4,55.095,-42.496,-3.9465,0.0023904
3255.5,54.902,-42.588,-3.9502,0.0023905
3260.6,54.708,-42.68,-3.9539,0.0023907
3265.7,54.515,-42.772,-3.9575,0.0023909
3270.8,54.321,-42.865,-3.9612,0.0023912
3275.9,54.128,-42.957,-3.9649,0.0023916
3281,53.934,-43.049,-3.9685,0.0023921
3286.2,53.74,-43.141,-3.9722,0.0023926
3291.3,53.546,-43.234,-3.9759,0.0023932
3296.4,53.352,-43.326,-3.9795,0.0023938
3301.5,53.158,-43.418,-3.9832,0.0024344
3306.6,52.963,-43.511,-3.9868,0.0024353
3311.7,52.769,-43.603,-3.9904,0.0024363
3316.8,52.574,-43.696,-3.9941,0.0024373
3321.9,52.38,-43.788,-3.9977,0.0024385
3327,52.185,-43.881,-4.0013,0.0024397
3332.2,51.99,-43.974,-4.005,0.002441
3337.3,51.796,-44.066,-4.0086,0.0024424
3342.4,51.601,-44.159,-4.0122,0.0024439
3347.5,51.406,-44.252,-4.0158,0.0024454
3352.6,51.21,-44.345,-4.0194,0.002447
3357.7,51.015,-44.438,-4.0231,0.0024487
3362.8,50.82,-44.53,-4.0267,0.0024505
3367.9,50.624,-44.623,-4.0303,0.0024524
3373,50.429,-44.716,-4.0339,0.0024544
3378.1,50.233,-44.809,-4.0375,0.0024564
3383.3,50.038,-44.902,-4.0411,0.0024586
3388.4,49.842,-44.996,-4.0446,0.0024608
3393.5,49.646,-45.089,-4.0482,0.0024631
3398.6,49.45,-45.182,-4.0518,0.0024655
3403.7,49.254,-45.275,-4.0554,0.002468
3408.8,49.058,-45.368,-4.059,0.0024706
3413.9,48.861,-45.462,-4.0626,0.0024733
3419,48.665,-45.555,-4.0661,0.002476
3424.1,48.469,-45.649,-4.0697,0.0025176
3429.3,48.272,-45.742,-4.0733,0.0025206
3434.4,48.075,-45.835,-4.0768,0.0025237
3439.5,47.879,-45.929,-4.0804,0.002527
3444.6,47.682,-46.022,-4.084,0.0025303
3449.7,47.485,-46.116,-4.0875,0.0025337
3454.8,47.288,-46.21,-4.0911,0.0025372
3459.9,47.091,-46.303,-4.0946,0.0025408
3465,46.894,-46.397,-4.0982,0.0025445
3470.1,46.696,-46.491,-4.1017,0.0025482
3475.2,46.499,-46.585,-4.1052,0.0025521
3480.4,46.301,-46.678,-4.1088,0.0025561
3485.5,46.104,-46.772,-4.1123,0.0025602
3490.6,45.906,-46.866,-4.1159,0.0025643
3495.7,45.709,-46.96,-4.1194,0.0025686
3500.8,45.511,-47.054,-4.1229,0.0025729
3505.9,45.313,-47.148,-4.1265,0.0025774
3511,45.115,-47.242,-4.13,0.0025819
3516.1,44.917,-47.336,-4.1335,0.0025866
3521.2,44.718,-47.43,-4.137,0.0025913
3526.4,44.52,-47.524,-4.1405,0.0025961
3531.5,44.322,-47.619,-4.1441,0.0026011
3536.6,44.123,-47.713,-4.1476,0.0026061
3541.7,43.925,-47.807,-4.1511,0.0026482
3546.8,43.726,-47.901,-4.1546,0.0026535
3551.9,43.527,-47.996,-4.1581,0.0026589
3557,43.328,-48.09,-4.1616,0.0026644
3562.1,43.129,-48.184,-4.1651,0.00267
3567.2,42.93,-48.279,-4.1686,0.0026757
3572.4,42.731,-48.373,-4.1721,0.0026815
3577.5,42.532,-48.468,-4.1756,0.0026874
3582.6,42.332,-48.562,-4.1791,0.0026934
3587.7,42.133,-48.657,-4.1826,0.0026994
3592.8,41.934,-48.751,-4.1861,0.0027056
3597.9,41.734,-48.846,-4.1896,0.0027119
3603,41.534,-48.941,-4.1931,0.0027183
3608.1,41.334,-49.035,-4.1966,0.0027248
3613.2,41.135,-49.13,-4.2001,0.0027313
3618.3,40.935,-49.225,-4.2036,0.002738
3623.5,40.735,-49.32,-4.2071,0.0027447
3628.6,40.534,-49.415,-4.2105,0.0027516
3633.7,40.334,-49.509,-4.214,0.0027585
3638.8,40.134,-49.604,-4.2175,0.0027656
3643.9,39.933,-49.699,-4.221,0.0027727
3649,39.733,-49.794,-4.2245,0.0027799
3654.1,39.532,-49.889,-4.2279,0.0027872
3659.2,39.332,-49.984,-4.2314,0.0027947
3664.3,39.131,-50.079,-4.2349,0.0028367
3669.5,38.93,-50.174,-4.2383,0.0028444
3674.6,38.729,-50.269,-4.2418,0.0028522
3679.7,38.528,-50.365,-4.2453,0.0028601
3684.8,38.327,-50.46,-4.2488,0.0028681
3689.9,38.125,-50.555,-4.2522,0.0028762
3695,37.924,-50.65,-4.2557,0.0028843
3700.1,37.723,-50.745,-4.2592,0.0028926
3705.2,37.521,-50.841,-4.2626,0.0029009
3710.3,37.32,-50.936,-4.2661,0.0029093
3715.4,37.118,-51.031,-4.2695,0.0029179
3720.6,36.916,-51.127,-4.273,0.0029265
3725.7,36.714,-51.222,-4.2765,0.0029352
3730.8,36.512,-51.318,-4.2799,0.002944
3735.9,36.31,-51.413,-4.2834,0.0029528
3741,36.108,-51.509,-4.2868,0.0029618
3746.1,35.906,-51.604,-4.2903,0.0029709
3751.2,35.703,-51.7,-4.2938,0.00298
3756.3,35.501,-51.795,-4.2972,0.0029892
3761.4,35.298,-51.891,-4.3007,0.0029985
3766.6,35.096,-51.986,-4.3041,0.0030079
3771.7,34.893,-52.082,-4.3076,0.0030174
3776.8,34.69,-52.178,-4.311,0.003027
3781.9,34.487,-52.274,-4.3145,0.0030678
3787,34.284,-52.369,-4.3179,0.0030776
3792.1,34.081,-52.465,-4.3214,0.0030875
3797.2,33.878,-52.561,-4.3248,0.0030975
3802.3,33.675,-52.657,-4.3283,0.0031076
3807.4,33.472,-52.753,-4.3317,0.0031178
3812.6,33.268,-52.848,-4.3352,0.003128
3817.7,33.065,-52.944,-4.3387,0.0031383
3822.8,32.861,-53.04,-4.3421,0.0031488
3827.9,32.657,-53.136,-4.3456,0.0031592
3833,32.454,-53.232,-4.349,0.0031698
3838.1,32.25,-53.328,-4.3525,0.0031804
3843.2,32.046,-53.424,-4.3559,0.0031912
3848.3,31.842,-53.52,-4.3594,0.003202
3853.4,31.638,-53.616,-4.3628,0.0032128
3858.5,31.433,-53.712,-4.3663,0.0032238
3863.7,31.229,-53.809,-4.3697,0.0032348
3868.8,31.025,-53.905,-4.3732,0.0032459
3873.9,30.82,-54.001,-4.3766,0.003257
3879,30.616,-54.097,-4.3801,0.0032683
3884.1,30.411,-54.193,-4.3835,0.0032796
3889.2,30.206,-54.29,-4.387,0.003291
3894.3,30.001,-54.386,-4.3904,0.0033024
3899.4,29.796,-54.482,-4.3939,0.0033139
3904.5,29.591,-54.578,-4.3973,0.0033522
3909.7,29.386,-54.675,-4.4008,0.003364
3914.8,29.181,-54.771,-4.4042,0.0033758
3919.9,28.976,-54.868,-4.4077,0.0033877
3925,28.77,-54.964,-4.4111,0.0033997
3930.1,28.565,-55.06,-4.4146,0.0034118
3935.2,28.359,-55.157,-4.418,0.0034239
3940.3,28.153,-55.253,-4.4215,0.0034361
3945.4,27.948,-55.35,-4.4249,0.0034483
3950.5,27.742,-55.446,-4.4284,0.0034606
3955.7,27.536,-55.543,-4.4319,0.003473
3960.8,27.33,-55.64,-4.4353,0.0034854
3965.9,27.124,-55.736,-4.4388,0.0034979
3971,26.918,-55.833,-4.4422,0.0035104
3976.1,26.711,-55.929,-4.4457,0.0035231
3981.2,26.505,-56.026,-4.4492,0.0035357
3986.3,26.299,-56.123,-4.4526,0.0035485
3991.4,26.092,-56.219,-4.4561,0.0035612
3996.5,25.885,-56.316,-4.4595,0.0035741
4001.6,25.679,-56.413,-4.463,0.003587
4006.8,25.472,-56.51,-4.4665,0.0035999
4011.9,25.265,-56.606,-4.4699,0.0036129
4017,25.058,-56.703,-4.4734,0.003626
4022.1,24.851,-56.8,-4.4769,0.0036597
4027.2,24.644,-56.897,-4.4803,0.003673
4032.3,24.436,-56.994,-4.4838,0.0036864
4037.4,24.229,-57.09,-4.4873,0.0036998
4042.5,24.022,-57.187,-4.4908,0.0037132
4047.6,23.814,-57.284,-4.4942,0.0037267
4052.8,23.607,-57.381,-4.4977,0.0037402
4057.9,23.399,-57.478,-4.5012,0.0037538
4063,23.191,-57.575,-4.5047,0.0037675
4068.1,22.983,-57.672,-4.5081,0.0037812
4073.2,22.775,-57.769,-4.5116,0.0037949
4078.3,22.567,-57.866,-4.5151,0.0038087
4083.4,22.359,-57.963,-4.5186,0.0038225
4088.5,22.151,-58.06,-4.5221,0.0038364
4093.6,21.943,-58.157,-4.5256,0.0038503
4098.7,21.734,-58.254,-4.5291,0.0038643
4103.9,21.526,-58.351,-4.5326,0.0038783
4109,21.317,-58.448,-4.536,0.0038923
4114.1,21.108,-58.545,-4.5395,0.0039064
4119.2,20.9,-58.643,-4.543,0.0039205
4124.3,20.691,-58.74,-4.5465,0.0039347
4129.4,20.482,-58.837,-4.55,0.0039489
4134.5,20.273,-58.934,-4.5535,0.0039631
4139.6,20.064,-59.031,-4.557,0.0039774
4144.7,19.855,-59.129,-4.5605,0.0040046
4149.9,19.645,-59.226,-4.5641,0.0040191
4155,19.436,-59.323,-4.5676,0.0040336
4160.1,19.227,-59.42,-4.5711,0.0040481
4165.2,19.017,-59.518,-4.5746,0.0040627
4170.3,18.808,-59.615,-4.5781,0.0040773
4175.4,18.598,-59.712,-4.5816,0.0040919
4180.5,18.388,-59.809,-4.5851,0.0041065
4185.6,18.178,-59.907,-4.5887,0.0041212
4190.7,17.968,-60.004,-4.5922,0.004136
4195.9,17.758,-60.101,-4.5957,0.0041507
4201,17.548,-60.199,-4.5992,0.0041655
4206.1,17.338,-60.296,-4.6028,0.0041803
4211.2,17.128,-60.394,-4.6063,0.0041951
4216.3,16.917,-60.491,-4.6098,0.00421
4221.4,16.707,-60.588,-4.6134,0.0042249
4226.5,16.496,-60.686,-4.6169,0.0042398
4231.6,16.285,-60.783,-4.6205,0.0042547
4236.7,16.075,-60.881,-4.624,0.0042697
4241.8,15.864,-60.978,-4.6276,0.0042846
4247,15.653,-61.076,-4.6311,0.0042996
4252.1,15.442,-61.173,-4.6347,0.0043147
4257.2,15.231,-61.271,-4.6382,0.0043297
4262.3,15.02,-61.368,-4.6418,0.004348
4267.4,14.808,-61.466,-4.6453,0.0043632
4272.5,14.597,-61.563,-4.6489,0.0043784
4277.6,14.386,-61.661,-4.6525,0.0043936
4282.7,14.174,-61.758,-4.656,0.0044089
4287.8,13.963,-61.856,-4.6596,0.0044241
4293,13.751,-61.954,-4.6632,0.0044394
4298.1,13.539,-62.051,-4.6668,0.0044547
4303.2,13.327,-62.149,-4.6704,0.00447
4308.3,13.115,-62.246,-4.6739,0.0044853
4313.4,12.903,-62.344,-4.6775,0.0045007
4318.5,12.691,-62.442,-4.6811,0.004516
4323.6,12.479,-62.539,-4.6847,0.0045314
4328.7,12.267,-62.637,-4.6883,0.0045468
4333.8,12.054,-62.734,-4.6919,0.0045622
4339,11.842,-62.832,-4.6955,0.0045776
4344.1,11.629,-62.93,-4.6991,0.004593
4349.2,11.417,-63.027,-4.7027,0.0046085
4354.3,11.204,-63.125,-4.7064,0.0046239
4359.4,10.991,-63.223,-4.71,0.0046394
4364.5,10.778,-63.321,-4.7136,0.0046548
4369.6,10.565,-63.418,-4.7172,0.0046703
4374.7,10.352,-63.516,-4.7208,0.0046858
4379.8,10.139,-63.614,-4.7245,0.0047013
4384.9,9.9261,-63.711,-4.7281,0.0047083
4390.1,9.7128,-63.809,-4.7318,0.0047239
4395.2,9.4994,-63.907,-4.7354,0.0047395
4400.3,9.2859,-64.005,-4.739,0.0047551
4405.4,9.0724,-64.102,-4.7427,0.0047707
4410.5,8.8587,-64.2,-4.7463,0.0047864
4415.6,8.645,-64.298,-4.75,0.004802
4420.7,8.4312,-64.396,-4.7537,0.0048176
4425.8,8.2173,-64.493,-4.7573,0.0048333
4430.9,8.0033,-64.591,-4.761,0.0048489
4436.1,7.7893,-64.689,-4.7647,0.0048646
4441.2,7.5751,-64.787,-4.7683,0.0048803
4446.3,7.3609,-64.885,-4.772,0.0048959
4451.4,7.1466,-64.982,-4.7757,0.0049116
4456.5,6.9322,-65.08,-4.7794,0.0049273
4461.6,6.7177,-65.178,-4.7831,0.004943
4466.7,6.5031,-65.276,-4.7868,0.0049587
4471.8,6.2885,-65.374,-4.7905,0.0049744
4476.9,6.0737,-65.472,-4.7942,0.0049901
4482,5.8589,-65.569,-4.7979,0.0050058
4487.2,5.644,-65.667,-4.8016,0.0050215
4492.3,5.429,-65.765,-4.8053,0.0050373
4497.4,5.2139,-65.863,-4.809,0.005053
4502.5,4.9988,-65.961,-4.8128,0.0050465
4507.6,4.7835,-66.059,-4.8165,0.0050623
4512.7,4.5682,-66.156,-4.8202,0.0050781
4517.8,4.3528,-66.254,-4.824,0.0050939
4522.9,4.1373,-66.352,-4.8277,0.0051098
4528,3.9218,-66.45,-4.8315,0.0051256
4533.2,3.7061,-66.548,-4.8352,0.0051415
4538.3,3.4904,-66.646,-4.839,0.0051573
4543.4,3.2745,-66.744,-4.8427,0.0051732
4548.5,3.0586,-66.841,-4.8465,0.005189
4553.6,2.8426,-66.939,-4.8503,0.0052049
4558.7,2.6266,-67.037,-4.854,0.0052208
4563.8,2.4104,-67.135,-4.8578,0.0052367
4568.9,2.1942,-67.233,-4.8616,0.0052526
4574,1.9778,-67.331,-4.8654,0.0052686
4579.2,1.7614,-67.429,-4.8692,0.0052845
4584.3,1.5449,-67.526,-4.873,0.0053004
4589.4,1.3284,-67.624,-4.8768,0.0053164
4594.5,1.1117,-67.722,-4.8806,0.0053324
4599.6,0.89496,-67.82,-4.8844,0.0053483
4604.7,0.67814,-67.918,-4.8882,0.0053643
4609.8,0.46123,-68.016,-4.8921,0.0053803
4614.9,0.24424,-68.114,-4.8959,0.0053964
4620,0.027172,-68.211,-4.8997,0.0053747
4625.1,-0.18998,-68.309,-4.9036,0.0053908
4630.3,-0.40722,-68.407,-4.9074,0.0054069
4635.4,-0.62454,-68.505,-4.9113,0.0054231
4640.5,-0.84194,-68.603,-4.9151,0.0054393
4645.6,-1.0594,-68.701,-4.919,0.0054555
4650.7,-1.277,-68.799,-4.9228,0.0054717
4655.8,-1.4946,-68.896,-4.9267,0.0054879
4660.9,-1.7124,-68.994,-4.9306,0.0055042
4666,-1.9302,-69.092,-4.9345,0.0055205
4671.1,-2.1481,-69.19,-4.9383,0.0055368
4676.3,-2.3661,-69.288,-4.9422,0.0055531
4681.4,-2.5841,-69.386,-4.9461,0.0055695
4686.5,-2.8023,-69.483,-4.95,0.0055859
4691.6,-3.0205,-69.581,-4.9539,0.0056023
4696.7,-3.2388,-69.679,-4.9579,0.0056187
4701.8,-3.4572,-69.777,-4.9618,0.0056352
4706.9,-3.6757,-69.875,-4.9657,0.0056517
4712,-3.8942,-69.973,-4.9696,0.0056683
4717.1,-4.1128,-70.07,-4.9736,0.0056849
4722.2,-4.3316,-70.168,-4.9775,0.0057015
4727.4,-4.5504,-70.266,-4.9815,0.0057181
4732.5,-4.7692,-70.364,-4.9854,0.0057348
4737.6,-4.9882,-70.462,-4.9894,0.0057515
4742.7,-5.2072,-70.559,-4.9934,0.0057142
4747.8,-5.4264,-70.657,-4.9973,0.0057311
4752.9,-5.6456,-70.755,-5.0013,0.005748
4758,-5.8649,-70.853,-5.0053,0.005765
4763.1,-6.0842,-70.95,-5.0093,0.005782
4768.2,-6.3037,-71.048,-5.0133,0.0057991
4773.4,-6.5232,-71.146,-5.0173,0.0058162
4778.5,-6.7428,-71.244,-5.0213,0.0058334
4783.6,-6.9625,-71.341,-5.0253,0.0058506
4788.7,-7.1823,-71.439,-5.0293,0.0058679
4793.8,-7.4022,-71.537,-5.0334,0.0058853
4798.9,-7.6221,-71.635,-5.0374,0.0059027
4804,-7.8421,-71.732,-5.0414,0.0059201
4809.1,-8.0622,-71.83,-5.0455,0.0059376
4814.2,-8.2824,-71.928,-5.0495,0.0059552
4819.4,-8.5027,-72.025,-5.0536,0.0059728
4824.5,-8.723,-72.123,-5.0577,0.0059905
4829.6,-8.9434,-72.221,-5.0617,0.0060082
4834.7,-9.164,-72.318,-5.0658,0.006026
4839.8,-9.3845,-72.416,-5.0699,0.0060439
4844.9,-9.6052,-72.514,-5.074,0.0060619
4850,-9.826,-72.611,-5.0781,0.0060799
4855.1,-10.047,-72.709,-5.0822,0.0060979
4860.2,-10.268,-72.807,-5.0863,0.0060459
4865.3,-10.489,-72.904,-5.0904,0.0060643
4870.5,-10.71,-73.002,-5.0945,0.0060828
4875.6,-10.931,-73.099,-5.0987,0.0061014
4880.7,-11.152,-73.197,-5.1028,0.00612
4885.8,-11.373,-73.295,-5.107,0.0061388
4890.9,-11.595,-73.392,-5.1111,0.0061576
4896,-11.816,-73.49,-5.1153,0.0061765
4901.1,-12.038,-73.587,-5.1194,0.0061955
4906.2,-12.26,-73.685,-5.1236,0.0062146
4911.3,-12.481,-73.782,-5.1278,0.0062337
4916.5,-12.703,-73.88,-5.132,0.006253
4921.6,-12.925,-73.977,-5.1362,0.0062723
4926.7,-13.147,-74.075,-5.1404,0.0062918
4931.8,-13.369,-74.172,-5.1446,0.0063113
4936.9,-13.591,-74.27,-5.1488,0.0063309
4942,-13.813,-74.367,-5.153,0.0063506
4947.1,-14.035,-74.465,-5.1573,0.0063705
4952.2,-14.258,-74.562,-5.1615,0.0063904
4957.3,-14.48,-74.659,-5.1657,0.0064104
4962.5,-14.703,-74.757,-5.17,0.0064304
4967.6,-14.959,-74.854,-5.1751,0.0064553
4972.7,-15.282,-74.952,-5.1819,0.0064893
4977.8,-15.666,-75.05,-5.1902,0.0065318
4982.9,-16.109,-75.151,-5.1998,0.0065016
4988,-16.607,-75.254,-5.2107,0.0065613
4993.1,-17.155,-75.362,-5.2227,0.0066276
4998.2,-17.75,-75.474,-5.2356,0.0066998
5003.3,-18.387,-75.592,-5.2493,0.0067773
5008.4,-19.064,-75.716,-5.2637,0.0068592
5013.6,-19.776,-75.847,-5.2786,0.0069448
5018.7,-20.52,-75.987,-5.2939,0.0070333
5023.8,-21.291,-76.137,-5.3094,0.007124
5028.9,-22.086,-76.296,-5.325,0.0072162
5034,-22.901,-76.467,-5.3405,0.0073092
5039.1,-23.731,-76.649,-5.3558,0.0074022
5044.2,-24.574,-76.844,-5.3708,0.0074947
5049.3,-25.425,-77.053,-5.3854,0.007586
5054.4,-26.281,-77.276,-5.3993,0.0076756
5059.6,-27.137,-77.515,-5.4124,0.0077631
5064.7,-27.99,-77.771,-5.4247,0.0078479
5069.8,-28.836,-78.043,-5.4358,0.0079296
5074.9,-29.67,-78.334,-5.4458,0.008008
5080,-30.491,-78.644,-5.4545,0.0080827
5085.1,-31.292,-78.974,-5.4617,0.0081533
5090.2,-32.071,-79.325,-5.4673,0.0082194
5095.3,-32.823,-79.698,-5.4711,0.0082806
5100.4,-33.546,-80.094,-5.473,0.0083087
5105.5,-34.238,-80.513,-5.4741,0.0083571
5110.7,-34.904,-80.956,-5.4749,0.0084011
5115.8,-35.547,-81.422,-5.4751,0.0084409
5120.9,-36.173,-81.911,-5.4748,0.0084767
5126,-36.784,-82.42,-5.4738,0.0085084
5131.1,-37.386,-82.951,-5.4721,0.0085362
5136.2,-37.982,-83.503,-5.4696,0.00856
5141.3,-38.576,-84.074,-5.4663,0.0085795
5146.4,-39.173,-84.664,-5.462,0.0085946
5151.5,-39.777,-85.272,-5.4567,0.008605
5156.7,-40.391,-85.898,-5.4503,0.0086103
5161.8,-41.02,-86.541,-5.4428,0.00861
5166.9,-41.668,-87.2,-5.4339,0.0086036
5172,-42.339,-87.875,-5.4238,0.0085904
5177.1,-43.037,-88.565,-5.4123,0.0085695
5182.2,-43.767,-89.269,-5.3993,0.0085402
5187.3,-44.532,-89.987,-5.3847,0.0085016
5192.4,-45.336,-90.718,-5.3685,0.0084525
5197.5,-46.185,-91.461,-5.3506,0.0083919
5202.7,-47.08,-92.216,-5.331,0.0083187
5207.8,-48.028,-92.982,-5.3095,0.0082318
5212.9,-49.032,-93.759,-5.286,0.0081299
5218,-50.096,-94.545,-5.2605,0.0080121
5223.1,-51.225,-95.341,-5.2328,0.0075903
5228.2,-52.446,-96.167,-5.1984,0.0073895
5233.3,-53.761,-97.028,-5.1566,0.007128
5238.4,-55.162,-97.922,-5.1082,0.0068122
5243.5,-56.642,-98.845,-5.0543,0.0064517
5248.6,-58.191,-99.795,-4.9959,0.0060593
5253.8,-59.802,-100.77,-4.9339,0.0056501
5258.9,-61.467,-101.77,-4.8694,0.0052398
5264,-63.177,-102.78,-4.8033,0.0048433
5269.1,-64.925,-103.81,-4.7366,0.004473
5274.2,-66.702,-104.86,-4.6703,0.004138
5279.3,-68.5,-105.91,-4.6054,0.0038441
5284.4,-70.311,-106.97,-4.5429,0.0035938
5289.5,-72.127,-108.04,-4.4838,0.0033875
5294.6,-73.94,-109.11,-4.429,0.0032238
5299.8,-75.741,-110.18,-4.3796,0.0031005
5304.9,-77.523,-111.24,-4.3365,0.0030156
5310,-79.277,-112.3,-4.3007,0.0029671
5315.1,-80.995,-113.35,-4.2732,0.0029539
5320.2,-82.67,-114.39,-4.255,0.0029758
5325.3,-84.307,-115.42,-4.2446,0.0030249
5330.4,-85.953,-116.45,-4.2348,0.0030747
5335.5,-87.61,-117.49,-4.2251,0.0031222
5340.6,-89.278,-118.53,-4.2155,0.003012
5345.7,-90.956,-119.58,-4.2059,0.0030545
5350.9,-92.646,-120.63,-4.1964,0.0030923
5356,-94.346,-121.69,-4.1869,0.0031245
5361.1,-96.056,-122.74,-4.1775,0.0031501
5366.2,-97.776,-123.81,-4.1682,0.0031682
5371.3,-99.506,-124.87,-4.1589,0.0031781
5376.4,-101.25,-125.94,-4.1496,0.003179
5381.5,-103,-127.02,-4.1405,0.0031703
5386.6,-104.75,-128.1,-4.1314,0.0031515
5391.7,-106.52,-129.18,-4.1223,0.0031222
5396.9,-108.3,-130.27,-4.1133,0.0030824
5402,-110.09,-131.35,-4.1044,0.003032
5407.1,-111.88,-132.45,-4.0955,0.0029712
5412.2,-113.68,-133.54,-4.0867,0.0029004
5417.3,-115.49,-134.64,-4.0779,0.00282
5422.4,-117.31,-135.75,-4.0692,0.0027309
5427.5,-119.14,-136.85,-4.0605,0.0026338
5432.6,-120.98,-137.96,-4.0519,0.0025296
5437.7,-122.82,-139.07,-4.0434,0.0024195
5442.9,-124.67,-140.19,-4.0349,0.0023046
5448,-126.53,-141.31,-4.0264,0.002186
5453.1,-128.39,-142.43,-4.0181,0.002065
5458.2,-130.26,-143.55,-4.0097,0.0019427
5463.3,-132.14,-144.68,-4.0015,0.001804
5468.4,-134.03,-145.81,-3.9932,0.0016889
5473.5,-135.92,-146.94,-3.9851,0.0015754
5478.6,-137.81,-148.07,-3.9769,0.0014642
5483.7,-139.72,-149.21,-3.9689,0.0013563
5488.8,-141.63,-150.35,-3.9609,0.0012523
5494,-143.54,-151.49,-3.9529,0.0011528
5499.1,-145.46,-152.63,-3.945,0.0010583
5504.2,-147.39,-153.78,-3.9371,0.00096927
5509.3,-149.32,-154.92,-3.9293,0.00088593
5514.4,-151.25,-156.07,-3.9216,0.00080853
5519.5,-153.19,-157.23,-3.9139,0.00073718
5524.6,-155.13,-158.38,-3.9062,0.00067194
5529.7,-157.08,-159.53,-3.8986,0.00061279
5534.8,-159.04,-160.69,-3.8911,0.00055968
5540,-160.99,-161.85,-3.8836,0.0005125
5545.1,-162.95,-163.01,-3.8761,0.00047111
5550.2,-164.92,-164.17,-3.8687,0.00043535
5555.3,-166.89,-165.33,-3.8613,0.00040503
5560.4,-168.86,-166.5,-3.854,0.00037999
5565.5,-170.83,-167.66,-3.8468,0.00036001
5570.6,-172.81,-168.83,-3.8396,0.00034493
5575.7,-174.79,-170,-3.8324,0.00033453
5580.8,-176.77,-171.17,-3.8253,0.00035034
5586,-178.76,-172.34,-3.8182,0.000348
5591.1,-180.74,-173.51,-3.8112,0.00034989
5596.2,-182.73,-174.68,-3.8042,0.00035582
5601.3,-184.72,-175.85,-3.7973,0.00036558
5606.4,-186.72,-177.02,-3.7904,0.00037895
5611.5,-188.71,-178.2,-3.7835,0.00039568
5616.6,-190.71,-179.37,-3.7767,0.00041548
5621.7,-192.7,-180.55,-3.77,0.00043805
5626.8,-194.7,-181.72,-3.7633,0.00046301
5631.9,-196.7,-182.9,-3.7566,0.00049
5637.1,-198.7,-184.07,-3.75,0.0005186
5642.2,-200.7,-185.25,-3.7434,0.00054837
5647.3,-202.7,-186.42,-3.7369,0.00057886
5652.4,-204.7,-187.6,-3.7304,0.00060963
5657.5,-206.7,-188.78,-3.724,0.00064021
5662.6,-208.7,-189.95,-3.7176,0.0006702
5667.7,-210.69,-191.13,-3.7112,0.00069919
5672.8,-212.69,-192.3,-3.7049,0.00072685
5677.9,-214.69,-193.48,-3.6986,0.0007529
5683.1,-216.69,-194.65,-3.6924,0.0007771
5688.2,-218.68,-195.83,-3.6862,0.00079933
5693.3,-220.68,-197,-3.68,0.0008195
5698.4,-222.67,-198.18,-3.6739,0.00083762
5703.5,-224.66,-199.35,-3.6678,0.00089464
5708.6,-226.65,-200.52,-3.6618,0.00090978
5713.7,-228.63,-201.69,-3.6558,0.00092295
5718.8,-230.62,-202.86,-3.6499,0.00093437
5723.9,-232.6,-204.03,-3.644,0.0009443
5729,-234.58,-205.2,-3.6381,0.00095304
5734.2,-236.55,-206.37,-3.6323,0.0009609
5739.3,-238.53,-207.53,-3.6265,0.00096819
5744.4,-240.5,-208.7,-3.6207,0.00097521
5749.5,-242.46,-209.86,-3.615,0.00098223
5754.6,-244.43,-211.02,-3.6093,0.00098952
5759.7,-246.39,-212.18,-3.6037,0.00099728
5764.8,-248.34,-213.34,-3.598,0.0010057
5769.9,-250.29,-214.5,-3.5925,0.0010149
5775,-252.24,-215.66,-3.5869,0.0010249
5780.2,-254.18,-216.81,-3.5814,0.0010358
5785.3,-256.12,-217.96,-3.576,0.0010476
5790.4,-258.05,-219.11,-3.5705,0.0010603
5795.5,-259.98,-220.26,-3.5652,0.0010737
5800.6,-261.9,-221.41,-3.5598,0.0010877
5805.7,-263.82,-222.55,-3.5545,0.0011021
5810.8,-265.73,-223.7,-3.5492,0.0011169
5815.9,-267.64,-224.84,-3.5439,0.0011317
5821,-269.54,-225.98,-3.5387,0.001142
5826.2,-271.44,-227.11,-3.5335,0.0011551
5831.3,-273.33,-228.24,-3.5284,0.0011678
5836.4,-275.21,-229.37,-3.5232,0.0011798
