time (s), x (m), y (m), z (m), rho
6872.2,121.87,1.7973,-0.84222,0.0020075
6878.8,123.13,2.0509,-0.85718,0.0019583
6885.4,124.39,2.3034,-0.87226,0.0019105
6892,125.65,2.5548,-0.88743,0.001864
6898.6,126.92,2.8052,-0.90271,0.0018187
6905.2,128.18,3.0545,-0.91809,0.0017645
6911.8,129.44,3.3029,-0.93357,0.0017222
6918.5,130.7,3.5503,-0.94915,0.0016807
6925.1,131.97,3.7968,-0.96481,0.0016401
6931.7,133.23,4.0423,-0.98057,0.0016002
6938.3,134.49,4.287,-0.99641,0.0015612
6944.9,135.75,4.5307,-1.0123,0.0015231
6951.5,137.01,4.7736,-1.0284,0.0014858
6958.1,138.28,5.0157,-1.0444,0.0014495
6964.7,139.54,5.257,-1.0606,0.0014143
6971.3,140.8,5.4975,-1.0769,0.0013801
6977.9,142.06,5.7372,-1.0932,0.0013471
6984.5,143.32,5.9762,-1.1096,0.0013154
6991.1,144.58,6.2145,-1.126,0.0012851
6997.7,145.84,6.452,-1.1426,0.0012561
7004.3,147.1,6.6889,-1.1591,0.0012286
7010.9,148.36,6.9252,-1.1758,0.0012025
7017.5,149.61,7.1608,-1.1925,0.001178
7024.1,150.87,7.3958,-1.2093,0.0011587
7030.7,152.13,7.6303,-1.2261,0.0011374
7037.3,153.38,7.8641,-1.243,0.0011175
7043.9,154.64,8.0975,-1.2599,0.0010989
7050.5,155.89,8.3303,-1.2769,0.0010816
7057.1,157.15,8.5626,-1.2939,0.0010653
7063.7,158.4,8.7945,-1.3109,0.0010501
7070.3,159.66,9.0259,-1.328,0.0010357
7076.9,160.91,9.2569,-1.3451,0.001022
7083.5,162.16,9.4874,-1.3623,0.0010089
7090.1,163.41,9.7176,-1.3795,0.00099611
7096.7,164.66,9.9475,-1.3967,0.00098355
7103.3,165.91,10.177,-1.414,0.00097103
7109.9,167.16,10.406,-1.4313,0.00095839
7116.5,168.41,10.635,-1.4486,0.00094546
7123.1,169.65,10.864,-1.4659,0.0009321
7129.7,170.9,11.092,-1.4832,0.00091818
7136.3,172.14,11.32,-1.5006,0.00090356
7142.9,173.39,11.548,-1.5179,0.00088769
7149.5,174.63,11.776,-1.5353,0.00087076
7156.1,175.87,12.004,-1.5527,0.00085288
7162.7,177.11,12.231,-1.5701,0.00083402
7169.3,178.35,12.459,-1.5875,0.00081417
7175.9,179.59,12.686,-1.6049,0.00079332
7182.5,180.82,12.913,-1.6223,0.00077151
7189.1,182.06,13.14,-1.6397,0.00074878
7195.7,183.29,13.368,-1.6571,0.00072518
7202.3,184.53,13.595,-1.6744,0.00070079
7208.9,185.76,13.822,-1.6918,0.00067571
7215.5,186.99,14.049,-1.7091,0.00065003
7222.1,188.22,14.277,-1.7265,0.00062385
7228.7,189.44,14.504,-1.7438,0.00059731
7235.3,190.67,14.732,-1.7611,0.00057051
7241.9,191.89,14.959,-1.7784,0.00054357
7248.5,193.12,15.187,-1.7956,0.00051664
7255.1,194.34,15.415,-1.8128,0.00048981
7261.7,195.56,15.644,-1.83,0.00045475
7268.3,196.78,15.872,-1.8471,0.00042858
7274.9,198,16.101,-1.8643,0.00040291
7281.5,199.21,16.33,-1.8813,0.00037782
7288.1,200.42,16.559,-1.8984,0.00035342
7294.7,201.64,16.789,-1.9154,0.00032976
7301.3,202.85,17.019,-1.9323,0.00030692
7307.9,204.06,17.249,-1.9492,0.00028496
7314.5,205.26,17.48,-1.9661,0.00026391
7321.1,206.47,17.711,-1.9829,0.00024381
7327.7,207.67,17.943,-1.9996,0.00022469
7334.4,208.87,18.175,-2.0163,0.00020657
7341,210.07,18.407,-2.0329,0.00018945
7347.6,211.27,18.64,-2.0495,0.00017333
7354.2,212.46,18.874,-2.066,0.0001582
7360.8,213.66,19.108,-2.0824,0.00014404
7367.4,214.85,19.342,-2.0988,0.00013085
7374,216.04,19.578,-2.1151,0.00011858
7380.6,217.23,19.813,-2.1313,0.00010403
7387.2,218.41,20.05,-2.1475,9.3824e-05
7393.8,219.6,20.287,-2.1635,8.4426e-05
7400.4,220.78,20.525,-2.1795,7.58e-05
7407,221.96,20.763,-2.1954,6.7903e-05
7413.6,223.14,21.003,-2.2112,6.0695e-05
7420.2,224.31,21.243,-2.2269,5.4132e-05
7426.8,225.48,21.483,-2.2426,4.8174e-05
7433.4,226.65,21.725,-2.2581,4.2779e-05
7440,227.82,21.967,-2.2736,3.7906e-05
7446.6,228.99,22.211,-2.2889,3.3516e-05
7453.2,230.15,22.455,-2.3041,2.9572e-05
7459.8,231.31,22.7,-2.3193,2.6036e-05
7466.4,232.47,22.946,-2.3343,2.2875e-05
7473,233.63,23.192,-2.3492,2.0056e-05
7479.6,234.78,23.44,-2.3641,1.7548e-05
7486.2,235.93,23.689,-2.3788,1.5322e-05
7492.8,237.08,23.939,-2.3933,1.335e-05
7499.4,238.23,24.189,-2.4078,1.1609e-05
7506,239.37,24.441,-2.4222,9.8479e-06
7512.6,240.51,24.694,-2.4364,8.5337e-06
7519.2,241.65,24.948,-2.4505,7.3802e-06
7525.8,242.79,25.203,-2.4645,6.3699e-06
7532.4,243.92,25.459,-2.4783,5.4871e-06
7539,245.05,25.717,-2.492,4.7174e-06
7545.6,246.18,25.975,-2.5056,4.0478e-06
7552.2,247.3,26.235,-2.519,3.4666e-06
7558.8,248.42,26.496,-2.5323,2.9631e-06
7565.4,249.54,26.758,-2.5455,2.5279e-06
7572,250.66,27.022,-2.5585,2.1526e-06
7578.6,251.77,27.286,-2.5714,1.8296e-06
7585.2,252.88,27.552,-2.5841,1.5521e-06
7591.8,253.99,27.82,-2.5967,1.3144e-06
7598.4,255.09,28.089,-2.6091,1.111e-06
7605,256.2,28.359,-2.6213,9.374e-07
7611.6,257.29,28.63,-2.6334,7.8953e-07
7618.2,258.39,28.903,-2.6454,6.6382e-07
7624.8,259.48,29.178,-2.6571,5.5296e-07
7631.4,260.57,29.454,-2.6687,4.6354e-07
7638,261.66,29.731,-2.6802,3.8792e-07
7644.6,262.74,30.01,-2.6914,3.241e-07
7651.2,263.82,30.29,-2.7025,2.7033e-07
7657.8,264.9,30.572,-2.7134,2.2512e-07
7664.4,265.97,30.856,-2.7242,1.8718e-07
7671,267.04,31.141,-2.7347,1.5539e-07
7677.6,268.11,31.428,-2.7451,1.288e-07
7684.2,269.17,31.716,-2.7553,1.0661e-07
7690.8,270.23,32.007,-2.7653,8.8113e-08
7697.4,271.29,32.298,-2.7751,7.2725e-08
7704,272.34,32.592,-2.7847,5.9944e-08
7710.6,273.39,32.887,-2.7942,4.9345e-08
7717.2,274.44,33.184,-2.8034,4.0571e-08
7723.8,275.48,33.483,-2.8124,3.3317e-08
7730.4,276.52,33.784,-2.8212,2.7329e-08
7737,277.55,34.086,-2.8298,2.2395e-08
7743.6,278.59,34.391,-2.8383,1.8397e-08
7750.2,279.61,34.697,-2.8465,1.5057e-08
7756.9,280.64,35.005,-2.8544,1.2314e-08
7763.5,281.66,35.315,-2.8622,1.0066e-08
7770.1,282.68,35.627,-2.8698,8.2245e-09
7776.7,283.69,35.941,-2.8771,6.7187e-09
7783.3,284.7,36.257,-2.8842,5.4885e-09
7789.9,285.71,36.575,-2.8911,4.4846e-09
7796.5,286.71,36.895,-2.8978,3.6662e-09
7803.1,287.71,37.217,-2.9042,2.9998e-09
7809.7,288.7,37.542,-2.9104,2.4576e-09
7816.3,289.69,37.868,-2.9164,2.0168e-09
7822.9,290.68,38.196,-2.9221,1.6588e-09
7829.5,291.66,38.527,-2.9276,1.3683e-09
7836.1,292.64,38.859,-2.9329,1.1327e-09
7842.7,293.62,39.194,-2.9379,9.4187e-10
7849.3,294.59,39.532,-2.9427,7.8739e-10
7855.9,295.55,39.871,-2.9472,6.6247e-10
7862.5,296.52,40.213,-2.9514,5.8962e-10
7869.1,297.48,40.556,-2.9555,5.0669e-10
7875.7,298.43,40.903,-2.9592,4.3959e-10
7882.3,299.38,41.251,-2.9627,3.8536e-10
7888.9,300.33,41.602,-2.9659,3.4159e-10
7895.5,301.27,41.955,-2.9689,3.0634e-10
7902.1,302.2,42.311,-2.9716,2.7805e-10
7908.7,303.14,42.669,-2.9741,2.5546e-10
7915.3,304.07,43.03,-2.9762,2.3756e-10
7921.9,304.99,43.393,-2.9781,2.2354e-10
7928.5,305.91,43.758,-2.9798,2.1276e-10
7935.1,306.83,44.126,-2.9811,2.0469e-10
7941.7,307.74,44.497,-2.9823,1.9882e-10
7948.3,308.66,44.87,-2.9834,1.9472e-10
7954.9,309.58,45.245,-2.9844,1.9217e-10
7961.5,310.5,45.623,-2.9853,1.9098e-10
7968.1,311.42,46.003,-2.9862,1.9101e-10
7974.7,312.35,46.386,-2.987,1.9214e-10
7981.3,313.28,46.771,-2.9877,1.9726e-10
7987.9,314.21,47.158,-2.9883,1.9774e-10
7994.5,315.14,47.548,-2.9889,1.9898e-10
8001.1,316.08,47.94,-2.9894,2.0094e-10
8007.7,317.01,48.335,-2.9898,2.036e-10
8014.3,317.95,48.732,-2.9901,2.0696e-10
8020.9,318.89,49.131,-2.9904,2.11e-10
8027.5,319.84,49.532,-2.9905,2.1575e-10
8034.1,320.78,49.936,-2.9906,2.212e-10
8040.7,321.73,50.341,-2.9907,2.2736e-10
8047.3,322.68,50.75,-2.9906,2.3426e-10
8053.9,323.63,51.16,-2.9905,2.419e-10
8060.5,324.58,51.572,-2.9903,2.5031e-10
8067.1,325.54,51.987,-2.9901,2.595e-10
8073.7,326.49,52.404,-2.9897,2.6948e-10
8080.3,327.45,52.823,-2.9893,2.8027e-10
8086.9,328.41,53.244,-2.9889,2.9189e-10
8093.5,329.37,53.667,-2.9883,3.0435e-10
8100.1,330.34,54.093,-2.9877,2.7375e-10
8106.7,331.3,54.52,-2.987,2.8378e-10
8113.3,332.27,54.949,-2.9862,2.9465e-10
8119.9,333.24,55.381,-2.9854,3.0636e-10
8126.5,334.21,55.815,-2.9845,3.1894e-10
8133.1,335.19,56.25,-2.9836,3.3241e-10
8139.7,336.16,56.688,-2.9825,3.4676e-10
8146.3,337.14,57.127,-2.9814,3.6202e-10
8152.9,338.11,57.569,-2.9803,3.7819e-10
8159.5,339.09,58.012,-2.979,3.9525e-10
8166.1,340.07,58.458,-2.9777,4.1321e-10
8172.8,341.06,58.905,-2.9764,4.3207e-10
8179.4,342.04,59.354,-2.9749,4.5179e-10
8186,343.03,59.806,-2.9734,4.7237e-10
8192.6,344.01,60.259,-2.9718,4.9378e-10
8199.2,345,60.714,-2.9702,5.1599e-10
8205.8,345.99,61.17,-2.9685,5.3897e-10
8212.4,346.98,61.629,-2.9668,5.6267e-10
8219,347.98,62.089,-2.9649,5.8704e-10
8225.6,348.97,62.551,-2.963,5.2983e-10
8232.2,349.97,63.015,-2.9611,5.5336e-10
8238.8,350.97,63.481,-2.9591,5.7769e-10
8245.4,351.96,63.949,-2.957,6.0278e-10
8252,352.96,64.418,-2.9549,6.2857e-10
8258.6,353.96,64.889,-2.9527,6.5501e-10
8265.2,354.97,65.361,-2.9504,6.8202e-10
8271.8,355.97,65.836,-2.9481,7.0955e-10
8278.4,356.97,66.311,-2.9457,7.375e-10
8285,357.98,66.789,-2.9432,7.658e-10
8291.6,358.99,67.268,-2.9407,7.9436e-10
8298.2,360,67.749,-2.9382,8.2309e-10
8304.8,361.01,68.232,-2.9356,8.5188e-10
8311.4,362.02,68.716,-2.9329,8.8063e-10
8318,363.03,69.201,-2.9301,9.0923e-10
8324.6,364.04,69.688,-2.9273,9.3758e-10
8331.2,365.05,70.177,-2.9245,9.6556e-10
8337.8,366.07,70.667,-2.9216,9.9306e-10
8344.4,367.09,71.159,-2.9186,9.6813e-10
8351,368.1,71.652,-2.9156,9.9824e-10
8357.6,369.12,72.147,-2.9125,1.028e-09
8364.2,370.14,72.643,-2.9093,1.0572e-09
8370.8,371.16,73.141,-2.9061,1.0857e-09
8377.4,372.18,73.64,-2.9029,1.1135e-09
8384,373.2,74.14,-2.8996,1.1404e-09
8390.6,374.22,74.642,-2.8962,1.1662e-09
8397.2,375.25,75.145,-2.8928,1.1909e-09
8403.8,376.27,75.65,-2.8893,1.2144e-09
8410.4,377.3,76.156,-2.8858,1.2364e-09
8417,378.32,76.663,-2.8822,1.2569e-09
8423.6,379.35,77.171,-2.8786,1.2757e-09
8430.2,380.37,77.681,-2.8749,1.2928e-09
8436.8,381.4,78.192,-2.8712,1.3081e-09
8443.4,382.43,78.705,-2.8674,1.3215e-09
8450,383.46,79.218,-2.8636,1.3329e-09
8456.6,384.49,79.733,-2.8597,1.3422e-09
8463.2,385.52,80.249,-2.8557,1.3751e-09
8469.8,386.55,80.767,-2.8518,1.388e-09
8476.4,387.58,81.285,-2.8477,1.3988e-09
8483,388.61,81.805,-2.8436,1.4074e-09
8489.6,389.65,82.325,-2.8395,1.4137e-09
8496.2,390.68,82.847,-2.8353,1.4178e-09
8502.8,391.71,83.37,-2.8311,1.4194e-09
8509.4,392.75,83.894,-2.8268,1.4187e-09
8516,393.78,84.42,-2.8225,1.4156e-09
8522.6,394.82,84.946,-2.8181,1.4102e-09
8529.2,395.85,85.473,-2.8137,1.4024e-09
8535.8,396.89,86.002,-2.8092,1.3922e-09
8542.4,397.92,86.531,-2.8047,1.3798e-09
8549,398.96,87.062,-2.8001,1.3652e-09
8555.6,400,87.593,-2.7955,1.3484e-09
8562.2,401.04,88.125,-2.7909,1.3295e-09
8568.8,402.07,88.659,-2.7862,1.3086e-09
8575.4,403.11,89.193,-2.7815,1.2859e-09
8582,404.15,89.728,-2.7767,1.375e-09
8588.6,405.19,90.264,-2.7718,1.3538e-09
8595.3,406.23,90.801,-2.767,1.3306e-09
8601.9,407.26,91.339,-2.7621,1.3056e-09
8608.5,408.3,91.878,-2.7571,1.2788e-09
8615.1,409.34,92.418,-2.7521,1.2504e-09
8621.7,410.38,92.958,-2.7471,1.2205e-09
8628.3,411.42,93.499,-2.742,1.1893e-09
8634.9,412.46,94.041,-2.7369,1.1569e-09
8641.5,413.5,94.584,-2.7317,1.1233e-09
8648.1,414.54,95.128,-2.7265,1.0889e-09
8654.7,415.58,95.672,-2.7213,1.0537e-09
8661.3,416.61,96.217,-2.716,1.0179e-09
8667.9,417.65,96.763,-2.7107,9.8164e-10
8674.5,418.69,97.309,-2.7053,9.4502e-10
8681.1,419.73,97.857,-2.6999,9.082e-10
8687.7,420.77,98.404,-2.6945,8.7133e-10
8694.3,421.81,98.953,-2.689,8.3453e-10
8700.9,422.85,99.502,-2.6835,9.2053e-10
8707.5,423.89,100.05,-2.6779,8.8353e-10
8714.1,424.92,100.6,-2.6723,8.4659e-10
8720.7,425.96,101.15,-2.6667,8.0984e-10
8727.3,427,101.7,-2.6611,7.734e-10
8733.9,428.04,102.26,-2.6554,7.3738e-10
8740.5,429.07,102.81,-2.6496,7.0189e-10
8747.1,430.11,103.36,-2.6439,6.6701e-10
8753.7,431.15,103.92,-2.6381,6.3284e-10
8760.3,432.18,104.47,-2.6322,5.9945e-10
8766.9,433.22,105.03,-2.6264,5.6691e-10
8773.5,434.26,105.58,-2.6205,5.3529e-10
8780.1,435.29,106.14,-2.6145,5.0464e-10
8786.7,436.33,106.69,-2.6086,4.75e-10
8793.3,437.36,107.25,-2.6026,4.4641e-10
8799.9,438.39,107.8,-2.5966,4.1889e-10
8806.5,439.43,108.36,-2.5905,3.9247e-10
8813.1,440.46,108.92,-2.5844,3.6716e-10
8819.7,441.49,109.48,-2.5783,3.4297e-10
8826.3,442.52,110.04,-2.5721,3.9622e-10
8832.9,443.55,110.59,-2.5659,3.7123e-10
8839.5,444.58,111.15,-2.5597,3.4732e-10
8846.1,445.61,111.71,-2.5535,3.2449e-10
8852.7,446.64,112.27,-2.5472,3.0274e-10
8859.3,447.67,112.83,-2.5409,2.8205e-10
8865.9,448.7,113.39,-2.5346,2.6241e-10
8872.5,449.73,113.95,-2.5282,2.4381e-10
8879.1,450.75,114.51,-2.5219,2.2622e-10
8885.7,451.78,115.07,-2.5154,2.0962e-10
8892.3,452.8,115.63,-2.509,1.9399e-10
8898.9,453.83,116.19,-2.5025,1.7928e-10
8905.5,454.85,116.75,-2.4961,1.6548e-10
8912.1,455.87,117.32,-2.4895,1.5254e-10
8918.7,456.9,117.88,-2.483,1.4044e-10
8925.3,457.92,118.44,-2.4764,1.2913e-10
8931.9,458.94,119,-2.4698,1.1859e-10
8938.5,459.95,119.56,-2.4632,1.0877e-10
8945.1,460.97,120.12,-2.4566,1.3825e-10
8951.7,461.99,120.68,-2.4499,1.2723e-10
8958.3,463.01,121.24,-2.4432,1.1693e-10
8964.9,464.02,121.81,-2.4365,1.0733e-10
8971.5,465.03,122.37,-2.4298,9.8399e-11
8978.1,466.05,122.93,-2.423,9.0095e-11
8984.7,467.06,123.49,-2.4163,8.2388e-11
8991.3,468.07,124.05,-2.4095,7.5246e-11
8997.9,469.08,124.61,-2.4027,6.8637e-11
9004.5,470.09,125.17,-2.3958,6.2531e-11
9011.2,471.09,125.73,-2.389,5.6897e-11
9017.8,472.1,126.3,-2.3821,5.1707e-11
9024.4,473.11,126.86,-2.3752,4.6931e-11
9031,474.11,127.42,-2.3683,4.2544e-11
9037.6,475.11,127.98,-2.3613,3.8518e-11
9044.2,476.11,128.54,-2.3544,3.483e-11
9050.8,477.11,129.1,-2.3474,3.1455e-11
9057.4,478.11,129.66,-2.3404,2.8372e-11
9064,479.11,130.22,-2.3334,4.4496e-11
9070.6,480.1,130.78,-2.3264,4.0089e-11
9077.2,481.1,131.33,-2.3194,3.6067e-11
9083.8,482.09,131.89,-2.3123,3.2403e-11
9090.4,483.08,132.45,-2.3052,2.907e-11
9097,484.07,133.01,-2.2982,2.6044e-11
9103.6,485.06,133.57,-2.291,2.33e-11
9110.2,486.05,134.12,-2.2839,2.0816e-11
9116.8,487.04,134.68,-2.2768,1.8571e-11
9123.4,488.02,135.24,-2.2697,1.6545e-11
9130,489,135.79,-2.2625,1.472e-11
9136.6,489.98,136.35,-2.2553,1.3079e-11
9143.2,490.96,136.9,-2.2481,1.1605e-11
9149.8,491.94,137.46,-2.2409,1.0282e-11
9156.4,492.92,138.01,-2.2337,9.0984e-12
9163,493.89,138.57,-2.2265,8.0399e-12
9169.6,494.87,139.12,-2.2193,7.0948e-12
9176.2,495.84,139.67,-2.212,6.2525e-12
9182.8,496.81,140.23,-2.2048,1.3244e-11
9189.4,497.77,140.78,-2.1975,1.1582e-11
9196,498.74,141.33,-2.1902,1.0113e-11
9202.6,499.7,141.88,-2.183,8.8173e-12
9209.2,500.67,142.43,-2.1757,7.6764e-12
9215.8,501.63,142.98,-2.1684,6.6734e-12
9222.4,502.59,143.53,-2.161,5.7932e-12
9229,503.54,144.08,-2.1537,5.022e-12
9235.6,504.5,144.62,-2.1464,4.3474e-12
9242.2,505.45,145.17,-2.1391,3.7583e-12
9248.8,506.4,145.72,-2.1317,3.2446e-12
9255.4,507.35,146.26,-2.1244,2.7974e-12
9262,508.3,146.81,-2.117,2.4086e-12
9268.6,509.24,147.35,-2.1097,2.0712e-12
9275.2,510.19,147.89,-2.1023,1.7787e-12
9281.8,511.13,148.43,-2.0949,1.5256e-12
9288.4,512.07,148.98,-2.0875,1.3069e-12
9295,513.01,149.52,-2.0802,1.1181e-12
9301.6,513.94,150.06,-2.0728,3.0389e-12
9308.2,514.87,150.6,-2.0654,2.5794e-12
9314.8,515.8,151.13,-2.058,2.1861e-12
9321.4,516.73,151.67,-2.0506,1.8502e-12
9328,517.66,152.21,-2.0432,1.5636e-12
9334.6,518.58,152.74,-2.0358,1.3196e-12
9341.2,519.5,153.28,-2.0284,1.1122e-12
9347.8,520.42,153.81,-2.021,9.3608e-13
9354.4,521.34,154.34,-2.0136,7.8683e-13
9361,522.26,154.88,-2.0062,6.6053e-13
9367.6,523.17,155.41,-1.9988,5.538e-13
9374.2,524.08,155.94,-1.9913,4.6374e-13
9380.8,524.99,156.47,-1.9839,3.8785e-13
9387.4,525.89,156.99,-1.9765,3.24e-13
9394,526.8,157.52,-1.9691,2.7034e-13
9400.6,527.7,158.05,-1.9617,2.2531e-13
9407.2,528.6,158.57,-1.9543,1.8758e-13
9413.8,529.49,159.09,-1.9469,1.5599e-13
9420.4,530.39,159.62,-1.9395,4.9308e-13
9427,531.28,160.14,-1.9321,4.0875e-13
9433.7,532.16,160.66,-1.9247,3.3839e-13
9440.3,533.05,161.18,-1.9173,2.7978e-13
9446.9,533.93,161.69,-1.91,2.3103e-13
9453.5,534.81,162.21,-1.9026,1.9053e-13
9460.1,535.69,162.72,-1.8952,1.5694e-13
9466.7,536.57,163.24,-1.8878,1.2912e-13
9473.3,537.44,163.75,-1.8805,1.061e-13
9479.9,538.31,164.26,-1.8731,8.7088e-14
9486.5,539.18,164.77,-1.8657,7.1402e-14
9493.1,540.04,165.28,-1.8584,5.8478e-14
9499.7,540.9,165.79,-1.851,4.7842e-14
9506.3,541.76,166.3,-1.8437,3.9099e-14
9512.9,542.62,166.8,-1.8364,3.1922e-14
9519.5,543.47,167.3,-1.8291,2.6037e-14
9526.1,544.32,167.81,-1.8218,2.1216e-14
9532.7,545.17,168.31,-1.8145,1.7272e-14
9539.3,546.02,168.81,-1.8072,1.4048e-14
9545.9,546.86,169.31,-1.7999,4.8334e-14
9552.5,547.7,169.8,-1.7926,3.9387e-14
9559.1,548.53,170.3,-1.7853,3.2063e-14
9565.7,549.37,170.79,-1.7781,2.6074e-14
9572.3,550.2,171.28,-1.7708,2.1182e-14
9578.9,551.02,171.77,-1.7636,1.7192e-14
9585.5,551.85,172.26,-1.7564,1.394e-14
9592.1,552.67,172.75,-1.7492,1.1293e-14
9598.7,553.49,173.24,-1.742,9.1402e-15
9605.3,554.3,173.72,-1.7348,7.3915e-15
9611.9,555.11,174.2,-1.7276,5.9723e-15
9618.5,555.92,174.69,-1.7205,4.8217e-15
9625.1,556.73,175.17,-1.7133,3.8897e-15
9631.7,557.53,175.64,-1.7062,3.1354e-15
9638.3,558.33,176.12,-1.6991,2.5256e-15
9644.9,559.12,176.6,-1.692,2.0329e-15
9651.5,559.92,177.07,-1.6849,1.6352e-15
9658.1,560.71,177.54,-1.6778,1.3145e-15
9664.7,561.49,178.01,-1.6708,4.7131e-15
9671.3,562.27,178.48,-1.6637,3.8099e-15
9677.9,563.05,178.94,-1.6567,3.0776e-15
9684.5,563.83,179.41,-1.6497,2.4844e-15
9691.1,564.6,179.87,-1.6427,2.0043e-15
9697.7,565.37,180.33,-1.6357,1.6159e-15
9704.3,566.14,180.79,-1.6288,1.3021e-15
9710.9,566.9,181.25,-1.6219,1.0486e-15
9717.5,567.66,181.7,-1.6149,8.4398e-16
9724.1,568.42,182.16,-1.6081,6.7896e-16
9730.7,569.17,182.61,-1.6012,5.4593e-16
9737.3,569.92,183.06,-1.5943,4.3877e-16
9743.9,570.66,183.51,-1.5875,3.525e-16
9750.5,571.4,183.95,-1.5807,2.8307e-16
9757.1,572.14,184.4,-1.5739,2.2723e-16
9763.7,572.87,184.84,-1.5671,1.8234e-16
9770.3,573.6,185.28,-1.5604,1.4627e-16
9776.9,574.33,185.72,-1.5536,1.1731e-16
9783.5,575.05,186.15,-1.5469,4.2844e-16
9790.1,575.77,186.59,-1.5402,3.4615e-16
9796.7,576.49,187.02,-1.5336,2.796e-16
9803.3,577.2,187.45,-1.5269,2.2578e-16
9809.9,577.91,187.88,-1.5203,1.8228e-16
9816.5,578.61,188.31,-1.5137,1.4713e-16
9823.1,579.32,188.73,-1.5072,1.1874e-16
9829.7,580.01,189.15,-1.5006,9.5814e-17
9836.3,580.71,189.57,-1.4941,7.7305e-17
9842.9,581.39,189.99,-1.4876,6.2366e-17
9849.6,582.08,190.4,-1.4812,5.0311e-17
9856.2,582.76,190.82,-1.4747,4.0584e-17
9862.8,583.44,191.23,-1.4683,3.2738e-17
9869.4,584.11,191.64,-1.4619,2.6409e-17
9876,584.78,192.04,-1.4556,2.1305e-17
9882.6,585.45,192.45,-1.4493,1.7188e-17
9889.2,586.11,192.85,-1.443,1.3869e-17
9895.8,586.77,193.25,-1.4367,1.1191e-17
9902.4,587.42,193.65,-1.4305,4.1304e-17
9909,588.07,194.04,-1.4243,3.36e-17
9915.6,588.71,194.43,-1.4181,2.7338e-17
9922.2,589.36,194.83,-1.4119,2.2247e-17
9928.8,589.99,195.21,-1.4058,1.8108e-17
9935.4,590.62,195.6,-1.3997,1.4743e-17
9942,591.25,195.98,-1.3937,1.2006e-17
9948.6,591.88,196.36,-1.3876,9.7804e-18
9955.2,592.5,196.74,-1.3816,7.97e-18
9961.8,593.11,197.12,-1.3757,6.497e-18
9968.4,593.73,197.49,-1.3697,5.2983e-18
9975,594.33,197.86,-1.3638,4.3225e-18
9981.6,594.94,198.23,-1.358,3.528e-18
9988.2,595.53,198.6,-1.3522,2.8809e-18
9994.8,596.13,198.96,-1.3464,2.3536e-18
10001,596.72,199.32,-1.3406,1.9239e-18
10008,597.3,199.68,-1.3349,1.5735e-18
10015,597.89,200.04,-1.3292,1.2876e-18
10021,598.46,200.39,-1.3235,4.8113e-18
10028,599.03,200.74,-1.3179,3.969e-18
10034,599.6,201.09,-1.3123,3.2762e-18
10041,600.16,201.44,-1.3068,2.706e-18
10048,600.72,201.78,-1.3013,2.2366e-18
10054,601.28,202.12,-1.2958,1.8499e-18
10061,601.83,202.46,-1.2904,1.5312e-18
10067,602.37,202.79,-1.285,1.2683e-18
10074,602.91,203.13,-1.2796,1.0514e-18
10081,603.45,203.46,-1.2743,8.7228e-19
10087,603.98,203.78,-1.269,7.2428e-19
10094,604.5,204.11,-1.2638,6.0192e-19
10100,605.03,204.43,-1.2586,5.0067e-19
10107,605.54,204.75,-1.2534,4.1683e-19
10114,606.06,205.06,-1.2483,3.4736e-19
10120,606.56,205.38,-1.2432,2.8975e-19
10127,607.07,205.69,-1.2382,2.4194e-19
10133,607.56,205.99,-1.2332,2.0222e-19
10140,608.06,206.3,-1.2282,7.7052e-19
10147,608.54,206.6,-1.2233,6.4905e-19
10153,609.03,206.9,-1.2185,5.4731e-19
10160,609.51,207.19,-1.2136,4.6201e-19
10166,609.98,207.49,-1.2089,3.9045e-19
10173,610.45,207.78,-1.2041,3.3034e-19
10180,610.91,208.06,-1.1994,2.7981e-19
10186,611.37,208.35,-1.1948,2.3729e-19
10193,611.82,208.63,-1.1902,2.0148e-19
10199,612.27,208.91,-1.1856,1.7128e-19
10206,612.71,209.18,-1.1811,1.4579e-19
10213,613.15,209.45,-1.1766,1.2426e-19
10219,613.59,209.72,-1.1722,1.0605e-19
10226,614.01,209.99,-1.1679,9.0627e-20
10232,614.44,210.25,-1.1635,7.7554e-20
10239,614.85,210.51,-1.1593,6.646e-20
10246,615.27,210.77,-1.155,5.7034e-20
10252,615.67,211.02,-1.1509,4.9016e-20
10259,616.08,211.27,-1.1467,4.2187e-20
10265,616.47,211.52,-1.1426,1.6622e-19
10272,616.86,211.76,-1.1386,1.4412e-19
10279,617.25,212,-1.1346,1.2514e-19
10285,617.63,212.24,-1.1307,1.0883e-19
10292,618.01,212.47,-1.1268,9.4796e-20
10298,618.38,212.7,-1.123,8.2698e-20
10305,618.74,212.93,-1.1192,7.2259e-20
10312,619.1,213.16,-1.1155,6.324e-20
10318,619.46,213.38,-1.1118,5.5437e-20
10325,619.81,213.59,-1.1082,4.8679e-20
10331,620.15,213.81,-1.1046,4.2816e-20
10338,620.49,214.02,-1.1011,3.7724e-20
10345,620.82,214.23,-1.0976,3.3296e-20
10351,621.15,214.43,-1.0942,2.9439e-20
10358,621.47,214.63,-1.0908,2.6075e-20
10364,621.78,214.83,-1.0875,2.3138e-20
10371,622.09,215.02,-1.0843,2.0569e-20
10378,622.4,215.22,-1.0811,1.8319e-20
10384,622.7,215.4,-1.078,7.4581e-20
