,id,source,datetime,payload,Lat,Lon,Depth,DetB,DetBb
98,position&bloom,EdgeFussion,2021-08-01 01:38:00,"{'Lat': 19.6, 'Lon': -37.1572412738697, 'Depth': -19.510565162951536, 'DetB': 0, 'DetBb': 0}",19.6,-37.1572412738697,-19.510565162951536,0,0
99,position&bloom,EdgeFussion,2021-08-01 01:39:00,"{'Lat': 19.8, 'Lon': -40.450849718747364, 'Depth': -15.877852522924739, 'DetB': 0, 'DetBb': 0}",19.8,-40.450849718747364,-15.877852522924739,0,0
100,position&bloom,EdgeFussion,2021-08-01 01:40:00,"{'Lat': 20.0, 'Lon': -43.301270189221924, 'Depth': -10.00000000000001, 'DetB': 0, 'DetBb': 0}",20.0,-43.301270189221924,-10.00000000000001,0,0
101,position&bloom,EdgeFussion,2021-08-01 01:41:00,"{'Lat': 20.200000000000003, 'Lon': -45.677272882130026, 'Depth': -4.1221474770753055, 'DetB': 0, 'DetBb': 0}",20.200000000000003,-45.677272882130026,-4.1221474770753055,0,0
102,position&bloom,EdgeFussion,2021-08-01 01:42:00,"{'Lat': 20.400000000000002, 'Lon': -47.552825814757675, 'Depth': -0.48943483704846713, 'DetB': 0, 'DetBb': 0}",20.400000000000002,-47.552825814757675,-0.48943483704846713,0,0
103,position&bloom,EdgeFussion,2021-08-01 01:43:00,"{'Lat': 20.6, 'Lon': -48.90738003669028, 'Depth': -0.4894348370484618, 'DetB': 0, 'DetBb': 0}",20.6,-48.90738003669028,-0.4894348370484618,0,0
104,position&bloom,EdgeFussion,2021-08-01 01:44:00,"{'Lat': 20.8, 'Lon': -49.72609476841367, 'Depth': -4.122147477075231, 'DetB': 0, 'DetBb': 0}",20.8,-49.72609476841367,-4.122147477075231,0,0
105,position&bloom,EdgeFussion,2021-08-01 01:45:00,"{'Lat': 21.0, 'Lon': -50.0, 'Depth': -9.99999999999999, 'DetB': 0, 'DetBb': 0}",21.0,-50.0,-9.99999999999999,0,0
106,position&bloom,EdgeFussion,2021-08-01 01:46:00,"{'Lat': 21.200000000000003, 'Lon': -49.72609476841367, 'Depth': -15.877852522924723, 'DetB': 0, 'DetBb': 0}",21.200000000000003,-49.72609476841367,-15.877852522924723,0,0
107,position&bloom,EdgeFussion,2021-08-01 01:47:00,"{'Lat': 21.400000000000002, 'Lon': -48.90738003669028, 'Depth': -19.510565162951544, 'DetB': 0, 'DetBb': 0}",21.400000000000002,-48.90738003669028,-19.510565162951544,0,0
108,position&bloom,EdgeFussion,2021-08-01 01:48:00,"{'Lat': 21.6, 'Lon': -47.55282581475768, 'Depth': -19.51056516295154, 'DetB': 0, 'DetBb': 0}",21.6,-47.55282581475768,-19.51056516295154,0,0
109,position&bloom,EdgeFussion,2021-08-01 01:49:00,"{'Lat': 21.8, 'Lon': -45.677272882130055, 'Depth': -15.87785252292477, 'DetB': 0, 'DetBb': 0}",21.8,-45.677272882130055,-15.87785252292477,0,0
110,position&bloom,EdgeFussion,2021-08-01 01:50:00,"{'Lat': 22.0, 'Lon': -43.30127018922193, 'Depth': -10.000000000000012, 'DetB': 0, 'DetBb': 0}",22.0,-43.30127018922193,-10.000000000000012,0,0
111,position&bloom,EdgeFussion,2021-08-01 01:51:00,"{'Lat': 22.200000000000003, 'Lon': -40.45084971874738, 'Depth': -4.122147477075307, 'DetB': 0, 'DetBb': 0}",22.200000000000003,-40.45084971874738,-4.122147477075307,0,0
112,position&bloom,EdgeFussion,2021-08-01 01:52:00,"{'Lat': 22.400000000000002, 'Lon': -37.1572412738697, 'Depth': -0.48943483704846713, 'DetB': 0, 'DetBb': 0}",22.400000000000002,-37.1572412738697,-0.48943483704846713,0,0
113,position&bloom,EdgeFussion,2021-08-01 01:53:00,"{'Lat': 22.6, 'Lon': -33.45653031794291, 'Depth': -0.4894348370484707, 'DetB': 0, 'DetBb': 0}",22.6,-33.45653031794291,-0.4894348370484707,0,0
114,position&bloom,EdgeFussion,2021-08-01 01:54:00,"{'Lat': 22.8, 'Lon': -29.389262614623668, 'Depth': -4.1221474770752575, 'DetB': 0, 'DetBb': 0}",22.8,-29.389262614623668,-4.1221474770752575,0,0
