,Id,Source,DateTime,PayLoad,id,description,delay,max,min,precision,noisebias,noisesigma,Time,Lat,Lon,Depth,sun,Bt,Bij,Bl,wind_x,wind_y,temperature,U,V,DOX,NOX,ALG
0,temperature,SimSenT,2008-08-29 23:00:04,"{'Time': 82800, 'Lat': 47.51195833333334, 'Lon': -122.2196388888889, 'Depth': 0.0, 'temperature': 20.505836486816406, 'Bt': 46, 'Bij': 19, 'Bl': 54}",,,,,,,,,82800,47.51195833333334,-122.2196388888889,0.0,,46,19,54,,,20.505836486816406,,,,,
0,U,SimSenU,2008-08-29 23:00:04,"{'Time': 82800, 'Lat': 47.51195833333334, 'Lon': -122.2196388888889, 'Depth': 0.0, 'U': 0.002226967830210924, 'Bt': 46, 'Bij': 19, 'Bl': 54}",,,,,,,,,82800,47.51195833333334,-122.2196388888889,0.0,,46,19,54,,,,0.002226967830210924,,,,
0,W,SimSenV,2008-08-29 23:00:04,"{'Time': 82800, 'Lat': 47.51195833333334, 'Lon': -122.2196388888889, 'Depth': 0.0, 'V': -0.004988392814993858, 'Bt': 46, 'Bij': 19, 'Bl': 54}",,,,,,,,,82800,47.51195833333334,-122.2196388888889,0.0,,46,19,54,,,,,-0.004988392814993858,,,
0,DOX,SimSenO,2008-08-29 23:00:05,"{'Time': 82800, 'Lat': 47.51195833333334, 'Lon': -122.2196388888889, 'Depth': 0.0, 'DOX': 19.335601806640625, 'Bt': 46, 'Bij': 19, 'Bl': 54}",,,,,,,,,82800,47.51195833333334,-122.2196388888889,0.0,,46,19,54,,,,,,19.335601806640625,,
0,NOX,SimSenN,2008-08-29 23:00:06,"{'Time': 82800, 'Lat': 47.51195833333334, 'Lon': -122.2196388888889, 'Depth': 0.0, 'NOX': 0.0006469619693234563, 'Bt': 46, 'Bij': 19, 'Bl': 54}",,,,,,,,,82800,47.51195833333334,-122.2196388888889,0.0,,46,19,54,,,,,,,0.0006469619693234563,
0,ALG,SimSenA,2008-08-29 23:00:07,"{'Time': 82800, 'Lat': 47.51195833333334, 'Lon': -122.2196388888889, 'Depth': 0.0, 'ALG': 5.514023303985596, 'Bt': 46, 'Bij': 19, 'Bl': 54}",,,,,,,,,82800,47.51195833333334,-122.2196388888889,0.0,,46,19,54,,,,,,,,5.514023303985596
0,sun,SimSenS,2008-08-29 23:30:02,"{'Time': 84600, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 47, 'Bij': nan, 'Bl': nan}",,,,,,,,,84600,,,,0.0,47,,,,,,,,,,
0,wind_x,SimSenX,2008-08-29 23:30:03,"{'Time': 84600, 'Lat': 47.51197916666667, 'Lon': -122.21965277777778, 'Depth': nan, 'wind_x': -1.141825795173645, 'Bt': 47, 'Bij': 19, 'Bl': nan}",,,,,,,,,84600,47.51197916666667,-122.21965277777778,,,47,19,,-1.141825795173645,,,,,,,
0,wind_x,SimSenY,2008-08-29 23:30:03,"{'Time': 84600, 'Lat': 47.51197916666667, 'Lon': -122.21965277777778, 'Depth': nan, 'wind_y': 0.15544059872627258, 'Bt': 47, 'Bij': 19, 'Bl': nan}",,,,,,,,,84600,47.51197916666667,-122.21965277777778,,,47,19,,,0.15544059872627258,,,,,,
0,temperature,SimSenT,2008-08-29 23:30:04,"{'Time': 84600, 'Lat': 47.51197916666667, 'Lon': -122.21965277777778, 'Depth': 0.0, 'temperature': 20.500646591186523, 'Bt': 47, 'Bij': 19, 'Bl': 54}",,,,,,,,,84600,47.51197916666667,-122.21965277777778,0.0,,47,19,54,,,20.500646591186523,,,,,
0,U,SimSenU,2008-08-29 23:30:04,"{'Time': 84600, 'Lat': 47.51197916666667, 'Lon': -122.21965277777778, 'Depth': 0.0, 'U': -0.0014215873088687658, 'Bt': 47, 'Bij': 19, 'Bl': 54}",,,,,,,,,84600,47.51197916666667,-122.21965277777778,0.0,,47,19,54,,,,-0.0014215873088687658,,,,
0,W,SimSenV,2008-08-29 23:30:04,"{'Time': 84600, 'Lat': 47.51197916666667, 'Lon': -122.21965277777778, 'Depth': 0.0, 'V': -0.004106672015041113, 'Bt': 47, 'Bij': 19, 'Bl': 54}",,,,,,,,,84600,47.51197916666667,-122.21965277777778,0.0,,47,19,54,,,,,-0.004106672015041113,,,
0,DOX,SimSenO,2008-08-29 23:30:05,"{'Time': 84600, 'Lat': 47.51197916666667, 'Lon': -122.21965277777778, 'Depth': 0.0, 'DOX': 17.536026000976562, 'Bt': 47, 'Bij': 19, 'Bl': 54}",,,,,,,,,84600,47.51197916666667,-122.21965277777778,0.0,,47,19,54,,,,,,17.536026000976562,,
0,NOX,SimSenN,2008-08-29 23:30:06,"{'Time': 84600, 'Lat': 47.51197916666667, 'Lon': -122.21965277777778, 'Depth': 0.0, 'NOX': 0.0008158451528288424, 'Bt': 47, 'Bij': 19, 'Bl': 54}",,,,,,,,,84600,47.51197916666667,-122.21965277777778,0.0,,47,19,54,,,,,,,0.0008158451528288424,
0,ALG,SimSenA,2008-08-29 23:30:07,"{'Time': 84600, 'Lat': 47.51197916666667, 'Lon': -122.21965277777778, 'Depth': 0.0, 'ALG': 4.816845893859863, 'Bt': 47, 'Bij': 19, 'Bl': 54}",,,,,,,,,84600,47.51197916666667,-122.21965277777778,0.0,,47,19,54,,,,,,,,4.816845893859863
0,sun,SimSenS,2008-08-30 00:00:02,"{'Time': 0, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 0, 'Bij': nan, 'Bl': nan}",,,,,,,,,0,,,,0.0,0,,,,,,,,,,
0,wind_x,SimSenX,2008-08-30 00:00:03,"{'Time': 0, 'Lat': 47.512, 'Lon': -122.21966666666668, 'Depth': nan, 'wind_x': 0.0, 'Bt': 0, 'Bij': 19, 'Bl': nan}",,,,,,,,,0,47.512,-122.21966666666668,,,0,19,,0.0,,,,,,,
0,wind_x,SimSenY,2008-08-30 00:00:03,"{'Time': 0, 'Lat': 47.512, 'Lon': -122.21966666666668, 'Depth': nan, 'wind_y': 0.0, 'Bt': 0, 'Bij': 19, 'Bl': nan}",,,,,,,,,0,47.512,-122.21966666666668,,,0,19,,,0.0,,,,,,
0,temperature,SimSenT,2008-08-30 00:00:04,"{'Time': 0, 'Lat': 47.512, 'Lon': -122.21966666666668, 'Depth': 0.0, 'temperature': 19.555999755859375, 'Bt': 0, 'Bij': 19, 'Bl': 54}",,,,,,,,,0,47.512,-122.21966666666668,0.0,,0,19,54,,,19.555999755859375,,,,,
0,U,SimSenU,2008-08-30 00:00:04,"{'Time': 0, 'Lat': 47.512, 'Lon': -122.21966666666668, 'Depth': 0.0, 'U': 0.0, 'Bt': 0, 'Bij': 19, 'Bl': 54}",,,,,,,,,0,47.512,-122.21966666666668,0.0,,0,19,54,,,,0.0,,,,
0,W,SimSenV,2008-08-30 00:00:04,"{'Time': 0, 'Lat': 47.512, 'Lon': -122.21966666666668, 'Depth': 0.0, 'V': 0.0, 'Bt': 0, 'Bij': 19, 'Bl': 54}",,,,,,,,,0,47.512,-122.21966666666668,0.0,,0,19,54,,,,,0.0,,,
0,DOX,SimSenO,2008-08-30 00:00:05,"{'Time': 0, 'Lat': 47.512, 'Lon': -122.21966666666668, 'Depth': 0.0, 'DOX': 7.0, 'Bt': 0, 'Bij': 19, 'Bl': 54}",,,,,,,,,0,47.512,-122.21966666666668,0.0,,0,19,54,,,,,,7.0,,
0,NOX,SimSenN,2008-08-30 00:00:06,"{'Time': 0, 'Lat': 47.512, 'Lon': -122.21966666666668, 'Depth': 0.0, 'NOX': 0.4000000059604645, 'Bt': 0, 'Bij': 19, 'Bl': 54}",,,,,,,,,0,47.512,-122.21966666666668,0.0,,0,19,54,,,,,,,0.4000000059604645,
0,ALG,SimSenA,2008-08-30 00:00:07,"{'Time': 0, 'Lat': 47.512, 'Lon': -122.21966666666668, 'Depth': 0.0, 'ALG': 2.0, 'Bt': 0, 'Bij': 19, 'Bl': 54}",,,,,,,,,0,47.512,-122.21966666666668,0.0,,0,19,54,,,,,,,,2.0
0,sun,SimSenS,2008-08-30 00:30:02,"{'Time': 1800, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 1, 'Bij': nan, 'Bl': nan}",,,,,,,,,1800,,,,0.0,1,,,,,,,,,,
0,wind_x,SimSenX,2008-08-30 00:30:03,"{'Time': 1800, 'Lat': 47.51202083333334, 'Lon': -122.21968055555556, 'Depth': nan, 'wind_x': 3.060868501663208, 'Bt': 1, 'Bij': 19, 'Bl': nan}",,,,,,,,,1800,47.51202083333334,-122.21968055555556,,,1,19,,3.060868501663208,,,,,,,
0,wind_x,SimSenY,2008-08-30 00:30:03,"{'Time': 1800, 'Lat': 47.51202083333334, 'Lon': -122.21968055555556, 'Depth': nan, 'wind_y': -0.9839177131652832, 'Bt': 1, 'Bij': 19, 'Bl': nan}",,,,,,,,,1800,47.51202083333334,-122.21968055555556,,,1,19,,,-0.9839177131652832,,,,,,
0,temperature,SimSenT,2008-08-30 00:30:04,"{'Time': 1800, 'Lat': 47.51202083333334, 'Lon': -122.21968055555556, 'Depth': 0.0, 'temperature': 19.52802276611328, 'Bt': 1, 'Bij': 19, 'Bl': 54}",,,,,,,,,1800,47.51202083333334,-122.21968055555556,0.0,,1,19,54,,,19.52802276611328,,,,,
0,U,SimSenU,2008-08-30 00:30:04,"{'Time': 1800, 'Lat': 47.51202083333334, 'Lon': -122.21968055555556, 'Depth': 0.0, 'U': 0.0009344009449705482, 'Bt': 1, 'Bij': 19, 'Bl': 54}",,,,,,,,,1800,47.51202083333334,-122.21968055555556,0.0,,1,19,54,,,,0.0009344009449705482,,,,
0,W,SimSenV,2008-08-30 00:30:04,"{'Time': 1800, 'Lat': 47.51202083333334, 'Lon': -122.21968055555556, 'Depth': 0.0, 'V': 0.002906280569732189, 'Bt': 1, 'Bij': 19, 'Bl': 54}",,,,,,,,,1800,47.51202083333334,-122.21968055555556,0.0,,1,19,54,,,,,0.002906280569732189,,,
0,DOX,SimSenO,2008-08-30 00:30:05,"{'Time': 1800, 'Lat': 47.51202083333334, 'Lon': -122.21968055555556, 'Depth': 0.0, 'DOX': 8.534125328063965, 'Bt': 1, 'Bij': 19, 'Bl': 54}",,,,,,,,,1800,47.51202083333334,-122.21968055555556,0.0,,1,19,54,,,,,,8.534125328063965,,
0,NOX,SimSenN,2008-08-30 00:30:06,"{'Time': 1800, 'Lat': 47.51202083333334, 'Lon': -122.21968055555556, 'Depth': 0.0, 'NOX': 0.347500741481781, 'Bt': 1, 'Bij': 19, 'Bl': 54}",,,,,,,,,1800,47.51202083333334,-122.21968055555556,0.0,,1,19,54,,,,,,,0.347500741481781,
0,ALG,SimSenA,2008-08-30 00:30:07,"{'Time': 1800, 'Lat': 47.51202083333334, 'Lon': -122.21968055555556, 'Depth': 0.0, 'ALG': 2.4471523761749268, 'Bt': 1, 'Bij': 19, 'Bl': 54}",,,,,,,,,1800,47.51202083333334,-122.21968055555556,0.0,,1,19,54,,,,,,,,2.4471523761749268
0,sun,SimSenS,2008-08-30 01:00:02,"{'Time': 3600, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 2, 'Bij': nan, 'Bl': nan}",,,,,,,,,3600,,,,0.0,2,,,,,,,,,,
0,wind_x,SimSenX,2008-08-30 01:00:03,"{'Time': 3600, 'Lat': 47.51204166666667, 'Lon': -122.21969444444444, 'Depth': nan, 'wind_x': 2.912233352661133, 'Bt': 2, 'Bij': 19, 'Bl': nan}",,,,,,,,,3600,47.51204166666667,-122.21969444444444,,,2,19,,2.912233352661133,,,,,,,
0,wind_x,SimSenY,2008-08-30 01:00:03,"{'Time': 3600, 'Lat': 47.51204166666667, 'Lon': -122.21969444444444, 'Depth': nan, 'wind_y': -0.8318750858306885, 'Bt': 2, 'Bij': 19, 'Bl': nan}",,,,,,,,,3600,47.51204166666667,-122.21969444444444,,,2,19,,,-0.8318750858306885,,,,,,
0,temperature,SimSenT,2008-08-30 01:00:04,"{'Time': 3600, 'Lat': 47.51204166666667, 'Lon': -122.21969444444444, 'Depth': 0.0, 'temperature': 19.548873901367188, 'Bt': 2, 'Bij': 19, 'Bl': 54}",,,,,,,,,3600,47.51204166666667,-122.21969444444444,0.0,,2,19,54,,,19.548873901367188,,,,,
0,U,SimSenU,2008-08-30 01:00:04,"{'Time': 3600, 'Lat': 47.51204166666667, 'Lon': -122.21969444444444, 'Depth': 0.0, 'U': -0.021775374189019203, 'Bt': 2, 'Bij': 19, 'Bl': 54}",,,,,,,,,3600,47.51204166666667,-122.21969444444444,0.0,,2,19,54,,,,-0.021775374189019203,,,,
0,W,SimSenV,2008-08-30 01:00:04,"{'Time': 3600, 'Lat': 47.51204166666667, 'Lon': -122.21969444444444, 'Depth': 0.0, 'V': 0.026230795308947563, 'Bt': 2, 'Bij': 19, 'Bl': 54}",,,,,,,,,3600,47.51204166666667,-122.21969444444444,0.0,,2,19,54,,,,,0.026230795308947563,,,
0,DOX,SimSenO,2008-08-30 01:00:05,"{'Time': 3600, 'Lat': 47.51204166666667, 'Lon': -122.21969444444444, 'Depth': 0.0, 'DOX': 10.285938262939453, 'Bt': 2, 'Bij': 19, 'Bl': 54}",,,,,,,,,3600,47.51204166666667,-122.21969444444444,0.0,,2,19,54,,,,,,10.285938262939453,,
0,NOX,SimSenN,2008-08-30 01:00:06,"{'Time': 3600, 'Lat': 47.51204166666667, 'Lon': -122.21969444444444, 'Depth': 0.0, 'NOX': 0.22932802140712738, 'Bt': 2, 'Bij': 19, 'Bl': 54}",,,,,,,,,3600,47.51204166666667,-122.21969444444444,0.0,,2,19,54,,,,,,,0.22932802140712738,
0,ALG,SimSenA,2008-08-30 01:00:07,"{'Time': 3600, 'Lat': 47.51204166666667, 'Lon': -122.21969444444444, 'Depth': 0.0, 'ALG': 2.939335584640503, 'Bt': 2, 'Bij': 19, 'Bl': 54}",,,,,,,,,3600,47.51204166666667,-122.21969444444444,0.0,,2,19,54,,,,,,,,2.939335584640503
0,sun,SimSenS,2008-08-30 01:30:02,"{'Time': 5400, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 3, 'Bij': nan, 'Bl': nan}",,,,,,,,,5400,,,,0.0,3,,,,,,,,,,
0,wind_x,SimSenX,2008-08-30 01:30:03,"{'Time': 5400, 'Lat': 47.512062500000006, 'Lon': -122.21970833333332, 'Depth': nan, 'wind_x': 2.762723684310913, 'Bt': 3, 'Bij': 19, 'Bl': nan}",,,,,,,,,5400,47.512062500000006,-122.21970833333332,,,3,19,,2.762723684310913,,,,,,,
0,wind_x,SimSenY,2008-08-30 01:30:03,"{'Time': 5400, 'Lat': 47.512062500000006, 'Lon': -122.21970833333332, 'Depth': nan, 'wind_y': -0.678938090801239, 'Bt': 3, 'Bij': 19, 'Bl': nan}",,,,,,,,,5400,47.512062500000006,-122.21970833333332,,,3,19,,,-0.678938090801239,,,,,,
0,temperature,SimSenT,2008-08-30 01:30:04,"{'Time': 5400, 'Lat': 47.512062500000006, 'Lon': -122.21970833333332, 'Depth': 0.0, 'temperature': 19.558082580566406, 'Bt': 3, 'Bij': 19, 'Bl': 54}",,,,,,,,,5400,47.512062500000006,-122.21970833333332,0.0,,3,19,54,,,19.558082580566406,,,,,
0,U,SimSenU,2008-08-30 01:30:04,"{'Time': 5400, 'Lat': 47.512062500000006, 'Lon': -122.21970833333332, 'Depth': 0.0, 'U': -0.029396245256066322, 'Bt': 3, 'Bij': 19, 'Bl': 54}",,,,,,,,,5400,47.512062500000006,-122.21970833333332,0.0,,3,19,54,,,,-0.029396245256066322,,,,
0,W,SimSenV,2008-08-30 01:30:04,"{'Time': 5400, 'Lat': 47.512062500000006, 'Lon': -122.21970833333332, 'Depth': 0.0, 'V': 0.0386100709438324, 'Bt': 3, 'Bij': 19, 'Bl': 54}",,,,,,,,,5400,47.512062500000006,-122.21970833333332,0.0,,3,19,54,,,,,0.0386100709438324,,,
0,DOX,SimSenO,2008-08-30 01:30:05,"{'Time': 5400, 'Lat': 47.512062500000006, 'Lon': -122.21970833333332, 'Depth': 0.0, 'DOX': 11.251401901245117, 'Bt': 3, 'Bij': 19, 'Bl': 54}",,,,,,,,,5400,47.512062500000006,-122.21970833333332,0.0,,3,19,54,,,,,,11.251401901245117,,
0,NOX,SimSenN,2008-08-30 01:30:06,"{'Time': 5400, 'Lat': 47.512062500000006, 'Lon': -122.21970833333332, 'Depth': 0.0, 'NOX': 0.1739906370639801, 'Bt': 3, 'Bij': 19, 'Bl': 54}",,,,,,,,,5400,47.512062500000006,-122.21970833333332,0.0,,3,19,54,,,,,,,0.1739906370639801,
0,ALG,SimSenA,2008-08-30 01:30:07,"{'Time': 5400, 'Lat': 47.512062500000006, 'Lon': -122.21970833333332, 'Depth': 0.0, 'ALG': 3.2066521644592285, 'Bt': 3, 'Bij': 19, 'Bl': 54}",,,,,,,,,5400,47.512062500000006,-122.21970833333332,0.0,,3,19,54,,,,,,,,3.2066521644592285
0,sun,SimSenS,2008-08-30 02:00:02,"{'Time': 7200, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 4, 'Bij': nan, 'Bl': nan}",,,,,,,,,7200,,,,0.0,4,,,,,,,,,,
0,wind_x,SimSenX,2008-08-30 02:00:03,"{'Time': 7200, 'Lat': 47.51208333333334, 'Lon': -122.21972222222222, 'Depth': nan, 'wind_x': 2.5792458057403564, 'Bt': 4, 'Bij': 19, 'Bl': nan}",,,,,,,,,7200,47.51208333333334,-122.21972222222222,,,4,19,,2.5792458057403564,,,,,,,
0,wind_x,SimSenY,2008-08-30 02:00:03,"{'Time': 7200, 'Lat': 47.51208333333334, 'Lon': -122.21972222222222, 'Depth': nan, 'wind_y': -0.6162437200546265, 'Bt': 4, 'Bij': 19, 'Bl': nan}",,,,,,,,,7200,47.51208333333334,-122.21972222222222,,,4,19,,,-0.6162437200546265,,,,,,
0,temperature,SimSenT,2008-08-30 02:00:04,"{'Time': 7200, 'Lat': 47.51208333333334, 'Lon': -122.21972222222222, 'Depth': 0.0, 'temperature': 19.555194854736328, 'Bt': 4, 'Bij': 19, 'Bl': 54}",,,,,,,,,7200,47.51208333333334,-122.21972222222222,0.0,,4,19,54,,,19.555194854736328,,,,,
0,U,SimSenU,2008-08-30 02:00:04,"{'Time': 7200, 'Lat': 47.51208333333334, 'Lon': -122.21972222222222, 'Depth': 0.0, 'U': -0.013132279738783836, 'Bt': 4, 'Bij': 19, 'Bl': 54}",,,,,,,,,7200,47.51208333333334,-122.21972222222222,0.0,,4,19,54,,,,-0.013132279738783836,,,,
0,W,SimSenV,2008-08-30 02:00:04,"{'Time': 7200, 'Lat': 47.51208333333334, 'Lon': -122.21972222222222, 'Depth': 0.0, 'V': 0.022164635360240936, 'Bt': 4, 'Bij': 19, 'Bl': 54}",,,,,,,,,7200,47.51208333333334,-122.21972222222222,0.0,,4,19,54,,,,,0.022164635360240936,,,
0,DOX,SimSenO,2008-08-30 02:00:05,"{'Time': 7200, 'Lat': 47.51208333333334, 'Lon': -122.21972222222222, 'Depth': 0.0, 'DOX': 12.193524360656738, 'Bt': 4, 'Bij': 19, 'Bl': 54}",,,,,,,,,7200,47.51208333333334,-122.21972222222222,0.0,,4,19,54,,,,,,12.193524360656738,,
0,NOX,SimSenN,2008-08-30 02:00:06,"{'Time': 7200, 'Lat': 47.51208333333334, 'Lon': -122.21972222222222, 'Depth': 0.0, 'NOX': 0.12140633165836334, 'Bt': 4, 'Bij': 19, 'Bl': 54}",,,,,,,,,7200,47.51208333333334,-122.21972222222222,0.0,,4,19,54,,,,,,,0.12140633165836334,
0,ALG,SimSenA,2008-08-30 02:00:07,"{'Time': 7200, 'Lat': 47.51208333333334, 'Lon': -122.21972222222222, 'Depth': 0.0, 'ALG': 3.4679951667785645, 'Bt': 4, 'Bij': 19, 'Bl': 54}",,,,,,,,,7200,47.51208333333334,-122.21972222222222,0.0,,4,19,54,,,,,,,,3.4679951667785645
0,sun,SimSenS,2008-08-30 02:30:02,"{'Time': 9000, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 5, 'Bij': nan, 'Bl': nan}",,,,,,,,,9000,,,,0.0,5,,,,,,,,,,
0,wind_x,SimSenX,2008-08-30 02:30:03,"{'Time': 9000, 'Lat': 47.51210416666667, 'Lon': -122.2197361111111, 'Depth': nan, 'wind_x': 2.224374532699585, 'Bt': 5, 'Bij': 19, 'Bl': nan}",,,,,,,,,9000,47.51210416666667,-122.2197361111111,,,5,19,,2.224374532699585,,,,,,,
0,wind_x,SimSenY,2008-08-30 02:30:03,"{'Time': 9000, 'Lat': 47.51210416666667, 'Lon': -122.2197361111111, 'Depth': nan, 'wind_y': -1.0121026039123535, 'Bt': 5, 'Bij': 19, 'Bl': nan}",,,,,,,,,9000,47.51210416666667,-122.2197361111111,,,5,19,,,-1.0121026039123535,,,,,,
0,temperature,SimSenT,2008-08-30 02:30:04,"{'Time': 9000, 'Lat': 47.51210416666667, 'Lon': -122.2197361111111, 'Depth': 0.0, 'temperature': 19.539112091064453, 'Bt': 5, 'Bij': 19, 'Bl': 54}",,,,,,,,,9000,47.51210416666667,-122.2197361111111,0.0,,5,19,54,,,19.539112091064453,,,,,
0,U,SimSenU,2008-08-30 02:30:04,"{'Time': 9000, 'Lat': 47.51210416666667, 'Lon': -122.2197361111111, 'Depth': 0.0, 'U': -0.006569841876626015, 'Bt': 5, 'Bij': 19, 'Bl': 54}",,,,,,,,,9000,47.51210416666667,-122.2197361111111,0.0,,5,19,54,,,,-0.006569841876626015,,,,
0,W,SimSenV,2008-08-30 02:30:04,"{'Time': 9000, 'Lat': 47.51210416666667, 'Lon': -122.2197361111111, 'Depth': 0.0, 'V': 0.011522654443979263, 'Bt': 5, 'Bij': 19, 'Bl': 54}",,,,,,,,,9000,47.51210416666667,-122.2197361111111,0.0,,5,19,54,,,,,0.011522654443979263,,,
0,DOX,SimSenO,2008-08-30 02:30:05,"{'Time': 9000, 'Lat': 47.51210416666667, 'Lon': -122.2197361111111, 'Depth': 0.0, 'DOX': 10.98315715789795, 'Bt': 5, 'Bij': 19, 'Bl': 54}",,,,,,,,,9000,47.51210416666667,-122.2197361111111,0.0,,5,19,54,,,,,,10.98315715789795,,
0,NOX,SimSenN,2008-08-30 02:30:06,"{'Time': 9000, 'Lat': 47.51210416666667, 'Lon': -122.2197361111111, 'Depth': 0.0, 'NOX': 0.1849125623703003, 'Bt': 5, 'Bij': 19, 'Bl': 54}",,,,,,,,,9000,47.51210416666667,-122.2197361111111,0.0,,5,19,54,,,,,,,0.1849125623703003,
0,ALG,SimSenA,2008-08-30 02:30:07,"{'Time': 9000, 'Lat': 47.51210416666667, 'Lon': -122.2197361111111, 'Depth': 0.0, 'ALG': 3.112246036529541, 'Bt': 5, 'Bij': 19, 'Bl': 54}",,,,,,,,,9000,47.51210416666667,-122.2197361111111,0.0,,5,19,54,,,,,,,,3.112246036529541
0,sun,SimSenS,2008-08-30 03:00:02,"{'Time': 10800, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 6, 'Bij': nan, 'Bl': nan}",,,,,,,,,10800,,,,0.0,6,,,,,,,,,,
0,wind_x,SimSenX,2008-08-30 03:00:03,"{'Time': 10800, 'Lat': 47.512125000000005, 'Lon': -122.21975, 'Depth': nan, 'wind_x': 1.8674156665802002, 'Bt': 6, 'Bij': 19, 'Bl': nan}",,,,,,,,,10800,47.512125000000005,-122.21975,,,6,19,,1.8674156665802002,,,,,,,
0,wind_x,SimSenY,2008-08-30 03:00:03,"{'Time': 10800, 'Lat': 47.512125000000005, 'Lon': -122.21975, 'Depth': nan, 'wind_y': -1.410290241241455, 'Bt': 6, 'Bij': 19, 'Bl': nan}",,,,,,,,,10800,47.512125000000005,-122.21975,,,6,19,,,-1.410290241241455,,,,,,
0,temperature,SimSenT,2008-08-30 03:00:04,"{'Time': 10800, 'Lat': 47.512125000000005, 'Lon': -122.21975, 'Depth': 0.0, 'temperature': 19.621578216552734, 'Bt': 6, 'Bij': 19, 'Bl': 54}",,,,,,,,,10800,47.512125000000005,-122.21975,0.0,,6,19,54,,,19.621578216552734,,,,,
0,U,SimSenU,2008-08-30 03:00:04,"{'Time': 10800, 'Lat': 47.512125000000005, 'Lon': -122.21975, 'Depth': 0.0, 'U': 0.00020232144743204117, 'Bt': 6, 'Bij': 19, 'Bl': 54}",,,,,,,,,10800,47.512125000000005,-122.21975,0.0,,6,19,54,,,,0.00020232144743204117,,,,
0,W,SimSenV,2008-08-30 03:00:04,"{'Time': 10800, 'Lat': 47.512125000000005, 'Lon': -122.21975, 'Depth': 0.0, 'V': 0.0005932601634413004, 'Bt': 6, 'Bij': 19, 'Bl': 54}",,,,,,,,,10800,47.512125000000005,-122.21975,0.0,,6,19,54,,,,,0.0005932601634413004,,,
0,DOX,SimSenO,2008-08-30 03:00:05,"{'Time': 10800, 'Lat': 47.512125000000005, 'Lon': -122.21975, 'Depth': 0.0, 'DOX': 8.763784408569336, 'Bt': 6, 'Bij': 19, 'Bl': 54}",,,,,,,,,10800,47.512125000000005,-122.21975,0.0,,6,19,54,,,,,,8.763784408569336,,
0,NOX,SimSenN,2008-08-30 03:00:06,"{'Time': 10800, 'Lat': 47.512125000000005, 'Lon': -122.21975, 'Depth': 0.0, 'NOX': 0.30014315247535706, 'Bt': 6, 'Bij': 19, 'Bl': 54}",,,,,,,,,10800,47.512125000000005,-122.21975,0.0,,6,19,54,,,,,,,0.30014315247535706,
0,ALG,SimSenA,2008-08-30 03:00:07,"{'Time': 10800, 'Lat': 47.512125000000005, 'Lon': -122.21975, 'Depth': 0.0, 'ALG': 2.463596820831299, 'Bt': 6, 'Bij': 19, 'Bl': 54}",,,,,,,,,10800,47.512125000000005,-122.21975,0.0,,6,19,54,,,,,,,,2.463596820831299
0,sun,SimSenS,2008-08-30 03:30:02,"{'Time': 12600, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 7, 'Bij': nan, 'Bl': nan}",,,,,,,,,12600,,,,0.0,7,,,,,,,,,,
0,wind_x,SimSenX,2008-08-30 03:30:03,"{'Time': 12600, 'Lat': 47.512145833333335, 'Lon': -122.21976388888888, 'Depth': nan, 'wind_x': 1.550665020942688, 'Bt': 7, 'Bij': 19, 'Bl': nan}",,,,,,,,,12600,47.512145833333335,-122.21976388888888,,,7,19,,1.550665020942688,,,,,,,
0,wind_x,SimSenY,2008-08-30 03:30:03,"{'Time': 12600, 'Lat': 47.512145833333335, 'Lon': -122.21976388888888, 'Depth': nan, 'wind_y': -1.5040491819381714, 'Bt': 7, 'Bij': 19, 'Bl': nan}",,,,,,,,,12600,47.512145833333335,-122.21976388888888,,,7,19,,,-1.5040491819381714,,,,,,
0,temperature,SimSenT,2008-08-30 03:30:04,"{'Time': 12600, 'Lat': 47.512145833333335, 'Lon': -122.21976388888888, 'Depth': 0.0, 'temperature': 19.706247329711914, 'Bt': 7, 'Bij': 19, 'Bl': 54}",,,,,,,,,12600,47.512145833333335,-122.21976388888888,0.0,,7,19,54,,,19.706247329711914,,,,,
0,U,SimSenU,2008-08-30 03:30:04,"{'Time': 12600, 'Lat': 47.512145833333335, 'Lon': -122.21976388888888, 'Depth': 0.0, 'U': 1.8333259504288435e-05, 'Bt': 7, 'Bij': 19, 'Bl': 54}",,,,,,,,,12600,47.512145833333335,-122.21976388888888,0.0,,7,19,54,,,,1.8333259504288435e-05,,,,
