,Id,Source,DateTime,PayLoad,id,description,delay,max,min,precision,noisebias,noisesigma,Time,Lat,Lon,Depth,sun,Bt,Bij,Bl,wind_x,wind_y,temperature,U,V,DOX,NOX,ALG
0,NOX,SimSenN,2008-08-23 00:00:00,"{'id': <SensorEventId.NOX: 'NOX'>, 'description': 'Nitrogen sensor (mg/L)', 'delay': 6, 'max': 0.5, 'min': 0.0, 'precision': 0.1, 'noisebias': 0.01, 'noisesigma': 0.001}",SensorEventId.NOX,Nitrogen sensor (mg/L),6,0.5,0.0,0.1,0.01,0.001,,,,,,,,,,,,,,,,
0,DOX,SimSenO,2008-08-23 00:00:00,"{'id': <SensorEventId.DOX: 'DOX'>, 'description': 'Oxigen sensor (mg/L)', 'delay': 5, 'max': 30.0, 'min': 0.0, 'precision': 1.0, 'noisebias': 1.0, 'noisesigma': 0.1}",SensorEventId.DOX,Oxigen sensor (mg/L),5,30.0,0.0,1.0,1.0,0.1,,,,,,,,,,,,,,,,
0,ALG,SimSenA,2008-08-23 00:00:00,"{'id': <SensorEventId.ALG: 'ALG'>, 'description': 'Algae detector (mg/L)', 'delay': 7, 'max': 15.0, 'min': 0.0, 'precision': 1.0, 'noisebias': 1.0, 'noisesigma': 0.1}",SensorEventId.ALG,Algae detector (mg/L),7,15.0,0.0,1.0,1.0,0.1,,,,,,,,,,,,,,,,
0,temperature,SimSenT,2008-08-23 00:00:00,"{'id': <SensorEventId.WTE: 'temperature'>, 'description': 'Water temperature sensor (ºC)', 'delay': 4, 'max': 30, 'min': 0, 'precision': 0.1, 'noisebias': 0.01, 'noisesigma': 0.1}",SensorEventId.WTE,Water temperature sensor (ºC),4,30,0,0.1,0.01,0.1,,,,,,,,,,,,,,,,
0,U,SimSenU,2008-08-23 00:00:00,"{'id': <SensorEventId.WFU: 'U'>, 'description': 'East water flow (m/s)', 'delay': 4, 'max': 0.1, 'min': -0.1, 'precision': 0.01, 'noisebias': 0.001, 'noisesigma': 0.001}",SensorEventId.WFU,East water flow (m/s),4,0.1,-0.1,0.01,0.001,0.001,,,,,,,,,,,,,,,,
0,W,SimSenV,2008-08-23 00:00:00,"{'id': <SensorEventId.WFV: 'W'>, 'description': 'Nord water flow (m/s)', 'delay': 4, 'max': 0.1, 'min': -0.1, 'precision': 0.01, 'noisebias': 0.001, 'noisesigma': 0.001}",SensorEventId.WFV,Nord water flow (m/s),4,0.1,-0.1,0.01,0.001,0.001,,,,,,,,,,,,,,,,
0,sun,SimSenS,2008-08-23 00:00:00,"{'id': <SensorEventId.SUN: 'sun'>, 'description': 'Sun radiation (n.u.)', 'delay': 2, 'max': 1.0, 'min': 0, 'precision': 0.01, 'noisebias': 0.001, 'noisesigma': 0.001}",SensorEventId.SUN,Sun radiation (n.u.),2,1.0,0,0.01,0.001,0.001,,,,,,,,,,,,,,,,
0,wind_x,SimSenX,2008-08-23 00:00:00,"{'id': <SensorEventId.WFX: 'wind_x'>, 'description': 'East wind flow (m/s)', 'delay': 3, 'max': 0.1, 'min': -0.1, 'precision': 0.01, 'noisebias': 0.001, 'noisesigma': 0.001}",SensorEventId.WFX,East wind flow (m/s),3,0.1,-0.1,0.01,0.001,0.001,,,,,,,,,,,,,,,,
0,wind_x,SimSenY,2008-08-23 00:00:00,"{'id': <SensorEventId.WFX: 'wind_x'>, 'description': 'Nord wind flow (m/s)', 'delay': 3, 'max': 0.1, 'min': -0.1, 'precision': 0.01, 'noisebias': 0.001, 'noisesigma': 0.001}",SensorEventId.WFX,Nord wind flow (m/s),3,0.1,-0.1,0.01,0.001,0.001,,,,,,,,,,,,,,,,
0,sun,SimSenS,2008-08-23 00:00:02,"{'Time': 0, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 0, 'Bij': nan, 'Bl': nan}",,,,,,,,,0,,,,0.0,0,,,,,,,,,,
0,wind_x,SimSenX,2008-08-23 00:00:03,"{'Time': 0, 'Lat': 47.505, 'Lon': -122.215, 'Depth': nan, 'wind_x': 0.0, 'Bt': 0, 'Bij': 9, 'Bl': nan}",,,,,,,,,0,47.505,-122.215,,,0,9,,0.0,,,,,,,
0,wind_x,SimSenY,2008-08-23 00:00:03,"{'Time': 0, 'Lat': 47.505, 'Lon': -122.215, 'Depth': nan, 'wind_y': 0.0, 'Bt': 0, 'Bij': 9, 'Bl': nan}",,,,,,,,,0,47.505,-122.215,,,0,9,,,0.0,,,,,,
0,temperature,SimSenT,2008-08-23 00:00:04,"{'Time': 0, 'Lat': 47.505, 'Lon': -122.215, 'Depth': 0.0, 'temperature': 19.652999877929688, 'Bt': 0, 'Bij': 9, 'Bl': 54}",,,,,,,,,0,47.505,-122.215,0.0,,0,9,54,,,19.652999877929688,,,,,
0,U,SimSenU,2008-08-23 00:00:04,"{'Time': 0, 'Lat': 47.505, 'Lon': -122.215, 'Depth': 0.0, 'U': 0.0, 'Bt': 0, 'Bij': 9, 'Bl': 54}",,,,,,,,,0,47.505,-122.215,0.0,,0,9,54,,,,0.0,,,,
0,W,SimSenV,2008-08-23 00:00:04,"{'Time': 0, 'Lat': 47.505, 'Lon': -122.215, 'Depth': 0.0, 'V': 0.0, 'Bt': 0, 'Bij': 9, 'Bl': 54}",,,,,,,,,0,47.505,-122.215,0.0,,0,9,54,,,,,0.0,,,
0,DOX,SimSenO,2008-08-23 00:00:05,"{'Time': 0, 'Lat': 47.505, 'Lon': -122.215, 'Depth': 0.0, 'DOX': 7.0, 'Bt': 0, 'Bij': 9, 'Bl': 54}",,,,,,,,,0,47.505,-122.215,0.0,,0,9,54,,,,,,7.0,,
0,NOX,SimSenN,2008-08-23 00:00:06,"{'Time': 0, 'Lat': 47.505, 'Lon': -122.215, 'Depth': 0.0, 'NOX': 0.4000000059604645, 'Bt': 0, 'Bij': 9, 'Bl': 54}",,,,,,,,,0,47.505,-122.215,0.0,,0,9,54,,,,,,,0.4000000059604645,
0,ALG,SimSenA,2008-08-23 00:00:07,"{'Time': 0, 'Lat': 47.505, 'Lon': -122.215, 'Depth': 0.0, 'ALG': 2.0, 'Bt': 0, 'Bij': 9, 'Bl': 54}",,,,,,,,,0,47.505,-122.215,0.0,,0,9,54,,,,,,,,2.0
0,sun,SimSenS,2008-08-23 00:30:02,"{'Time': 1800, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 1, 'Bij': nan, 'Bl': nan}",,,,,,,,,1800,,,,0.0,1,,,,,,,,,,
0,wind_x,SimSenX,2008-08-23 00:30:03,"{'Time': 1800, 'Lat': 47.50502083333333, 'Lon': -122.21501388888888, 'Depth': nan, 'wind_x': 3.060868501663208, 'Bt': 1, 'Bij': 9, 'Bl': nan}",,,,,,,,,1800,47.50502083333333,-122.21501388888888,,,1,9,,3.060868501663208,,,,,,,
0,wind_x,SimSenY,2008-08-23 00:30:03,"{'Time': 1800, 'Lat': 47.50502083333333, 'Lon': -122.21501388888888, 'Depth': nan, 'wind_y': -0.9839177131652832, 'Bt': 1, 'Bij': 9, 'Bl': nan}",,,,,,,,,1800,47.50502083333333,-122.21501388888888,,,1,9,,,-0.9839177131652832,,,,,,
0,temperature,SimSenT,2008-08-23 00:30:04,"{'Time': 1800, 'Lat': 47.50502083333333, 'Lon': -122.21501388888888, 'Depth': 0.0, 'temperature': 19.63233184814453, 'Bt': 1, 'Bij': 9, 'Bl': 54}",,,,,,,,,1800,47.50502083333333,-122.21501388888888,0.0,,1,9,54,,,19.63233184814453,,,,,
0,U,SimSenU,2008-08-23 00:30:04,"{'Time': 1800, 'Lat': 47.50502083333333, 'Lon': -122.21501388888888, 'Depth': 0.0, 'U': 0.014036484062671661, 'Bt': 1, 'Bij': 9, 'Bl': 54}",,,,,,,,,1800,47.50502083333333,-122.21501388888888,0.0,,1,9,54,,,,0.014036484062671661,,,,
0,W,SimSenV,2008-08-23 00:30:04,"{'Time': 1800, 'Lat': 47.50502083333333, 'Lon': -122.21501388888888, 'Depth': 0.0, 'V': 0.017800746485590935, 'Bt': 1, 'Bij': 9, 'Bl': 54}",,,,,,,,,1800,47.50502083333333,-122.21501388888888,0.0,,1,9,54,,,,,0.017800746485590935,,,
0,DOX,SimSenO,2008-08-23 00:30:05,"{'Time': 1800, 'Lat': 47.50502083333333, 'Lon': -122.21501388888888, 'Depth': 0.0, 'DOX': 8.699989318847656, 'Bt': 1, 'Bij': 9, 'Bl': 54}",,,,,,,,,1800,47.50502083333333,-122.21501388888888,0.0,,1,9,54,,,,,,8.699989318847656,,
0,NOX,SimSenN,2008-08-23 00:30:06,"{'Time': 1800, 'Lat': 47.50502083333333, 'Lon': -122.21501388888888, 'Depth': 0.0, 'NOX': 0.3317427635192871, 'Bt': 1, 'Bij': 9, 'Bl': 54}",,,,,,,,,1800,47.50502083333333,-122.21501388888888,0.0,,1,9,54,,,,,,,0.3317427635192871,
0,ALG,SimSenA,2008-08-23 00:30:07,"{'Time': 1800, 'Lat': 47.50502083333333, 'Lon': -122.21501388888888, 'Depth': 0.0, 'ALG': 2.493928909301758, 'Bt': 1, 'Bij': 9, 'Bl': 54}",,,,,,,,,1800,47.50502083333333,-122.21501388888888,0.0,,1,9,54,,,,,,,,2.493928909301758
0,sun,SimSenS,2008-08-23 01:00:02,"{'Time': 3600, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 2, 'Bij': nan, 'Bl': nan}",,,,,,,,,3600,,,,0.0,2,,,,,,,,,,
0,wind_x,SimSenX,2008-08-23 01:00:03,"{'Time': 3600, 'Lat': 47.50504166666667, 'Lon': -122.21502777777778, 'Depth': nan, 'wind_x': 2.912233352661133, 'Bt': 2, 'Bij': 9, 'Bl': nan}",,,,,,,,,3600,47.50504166666667,-122.21502777777778,,,2,9,,2.912233352661133,,,,,,,
0,wind_x,SimSenY,2008-08-23 01:00:03,"{'Time': 3600, 'Lat': 47.50504166666667, 'Lon': -122.21502777777778, 'Depth': nan, 'wind_y': -0.8318750858306885, 'Bt': 2, 'Bij': 9, 'Bl': nan}",,,,,,,,,3600,47.50504166666667,-122.21502777777778,,,2,9,,,-0.8318750858306885,,,,,,
0,temperature,SimSenT,2008-08-23 01:00:04,"{'Time': 3600, 'Lat': 47.50504166666667, 'Lon': -122.21502777777778, 'Depth': 0.0, 'temperature': 19.6550350189209, 'Bt': 2, 'Bij': 9, 'Bl': 54}",,,,,,,,,3600,47.50504166666667,-122.21502777777778,0.0,,2,9,54,,,19.6550350189209,,,,,
0,U,SimSenU,2008-08-23 01:00:04,"{'Time': 3600, 'Lat': 47.50504166666667, 'Lon': -122.21502777777778, 'Depth': 0.0, 'U': 0.006151275709271431, 'Bt': 2, 'Bij': 9, 'Bl': 54}",,,,,,,,,3600,47.50504166666667,-122.21502777777778,0.0,,2,9,54,,,,0.006151275709271431,,,,
0,W,SimSenV,2008-08-23 01:00:04,"{'Time': 3600, 'Lat': 47.50504166666667, 'Lon': -122.21502777777778, 'Depth': 0.0, 'V': 0.028079569339752197, 'Bt': 2, 'Bij': 9, 'Bl': 54}",,,,,,,,,3600,47.50504166666667,-122.21502777777778,0.0,,2,9,54,,,,,0.028079569339752197,,,
0,DOX,SimSenO,2008-08-23 01:00:05,"{'Time': 3600, 'Lat': 47.50504166666667, 'Lon': -122.21502777777778, 'Depth': 0.0, 'DOX': 9.969569206237793, 'Bt': 2, 'Bij': 9, 'Bl': 54}",,,,,,,,,3600,47.50504166666667,-122.21502777777778,0.0,,2,9,54,,,,,,9.969569206237793,,
0,NOX,SimSenN,2008-08-23 01:00:06,"{'Time': 3600, 'Lat': 47.50504166666667, 'Lon': -122.21502777777778, 'Depth': 0.0, 'NOX': 0.24461451172828674, 'Bt': 2, 'Bij': 9, 'Bl': 54}",,,,,,,,,3600,47.50504166666667,-122.21502777777778,0.0,,2,9,54,,,,,,,0.24461451172828674,
0,ALG,SimSenA,2008-08-23 01:00:07,"{'Time': 3600, 'Lat': 47.50504166666667, 'Lon': -122.21502777777778, 'Depth': 0.0, 'ALG': 2.8501620292663574, 'Bt': 2, 'Bij': 9, 'Bl': 54}",,,,,,,,,3600,47.50504166666667,-122.21502777777778,0.0,,2,9,54,,,,,,,,2.8501620292663574
0,sun,SimSenS,2008-08-23 01:30:02,"{'Time': 5400, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 3, 'Bij': nan, 'Bl': nan}",,,,,,,,,5400,,,,0.0,3,,,,,,,,,,
0,wind_x,SimSenX,2008-08-23 01:30:03,"{'Time': 5400, 'Lat': 47.5050625, 'Lon': -122.21504166666666, 'Depth': nan, 'wind_x': 2.762723684310913, 'Bt': 3, 'Bij': 9, 'Bl': nan}",,,,,,,,,5400,47.5050625,-122.21504166666666,,,3,9,,2.762723684310913,,,,,,,
0,wind_x,SimSenY,2008-08-23 01:30:03,"{'Time': 5400, 'Lat': 47.5050625, 'Lon': -122.21504166666666, 'Depth': nan, 'wind_y': -0.678938090801239, 'Bt': 3, 'Bij': 9, 'Bl': nan}",,,,,,,,,5400,47.5050625,-122.21504166666666,,,3,9,,,-0.678938090801239,,,,,,
0,temperature,SimSenT,2008-08-23 01:30:04,"{'Time': 5400, 'Lat': 47.5050625, 'Lon': -122.21504166666666, 'Depth': 0.0, 'temperature': 19.660856246948242, 'Bt': 3, 'Bij': 9, 'Bl': 54}",,,,,,,,,5400,47.5050625,-122.21504166666666,0.0,,3,9,54,,,19.660856246948242,,,,,
0,U,SimSenU,2008-08-23 01:30:04,"{'Time': 5400, 'Lat': 47.5050625, 'Lon': -122.21504166666666, 'Depth': 0.0, 'U': 0.003968612290918827, 'Bt': 3, 'Bij': 9, 'Bl': 54}",,,,,,,,,5400,47.5050625,-122.21504166666666,0.0,,3,9,54,,,,0.003968612290918827,,,,
0,W,SimSenV,2008-08-23 01:30:04,"{'Time': 5400, 'Lat': 47.5050625, 'Lon': -122.21504166666666, 'Depth': 0.0, 'V': 0.03301594778895378, 'Bt': 3, 'Bij': 9, 'Bl': 54}",,,,,,,,,5400,47.5050625,-122.21504166666666,0.0,,3,9,54,,,,,0.03301594778895378,,,
0,DOX,SimSenO,2008-08-23 01:30:05,"{'Time': 5400, 'Lat': 47.5050625, 'Lon': -122.21504166666666, 'Depth': 0.0, 'DOX': 11.80138111114502, 'Bt': 3, 'Bij': 9, 'Bl': 54}",,,,,,,,,5400,47.5050625,-122.21504166666666,0.0,,3,9,54,,,,,,11.80138111114502,,
0,NOX,SimSenN,2008-08-23 01:30:06,"{'Time': 5400, 'Lat': 47.5050625, 'Lon': -122.21504166666666, 'Depth': 0.0, 'NOX': 0.15250924229621887, 'Bt': 3, 'Bij': 9, 'Bl': 54}",,,,,,,,,5400,47.5050625,-122.21504166666666,0.0,,3,9,54,,,,,,,0.15250924229621887,
0,ALG,SimSenA,2008-08-23 01:30:07,"{'Time': 5400, 'Lat': 47.5050625, 'Lon': -122.21504166666666, 'Depth': 0.0, 'ALG': 3.379096269607544, 'Bt': 3, 'Bij': 9, 'Bl': 54}",,,,,,,,,5400,47.5050625,-122.21504166666666,0.0,,3,9,54,,,,,,,,3.379096269607544
0,sun,SimSenS,2008-08-23 02:00:02,"{'Time': 7200, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 4, 'Bij': nan, 'Bl': nan}",,,,,,,,,7200,,,,0.0,4,,,,,,,,,,
0,wind_x,SimSenX,2008-08-23 02:00:03,"{'Time': 7200, 'Lat': 47.50508333333334, 'Lon': -122.21505555555557, 'Depth': nan, 'wind_x': 2.5792458057403564, 'Bt': 4, 'Bij': 9, 'Bl': nan}",,,,,,,,,7200,47.50508333333334,-122.21505555555557,,,4,9,,2.5792458057403564,,,,,,,
0,wind_x,SimSenY,2008-08-23 02:00:03,"{'Time': 7200, 'Lat': 47.50508333333334, 'Lon': -122.21505555555557, 'Depth': nan, 'wind_y': -0.6162437200546265, 'Bt': 4, 'Bij': 9, 'Bl': nan}",,,,,,,,,7200,47.50508333333334,-122.21505555555557,,,4,9,,,-0.6162437200546265,,,,,,
0,temperature,SimSenT,2008-08-23 02:00:04,"{'Time': 7200, 'Lat': 47.50508333333334, 'Lon': -122.21505555555557, 'Depth': 0.0, 'temperature': 19.694801330566406, 'Bt': 4, 'Bij': 9, 'Bl': 54}",,,,,,,,,7200,47.50508333333334,-122.21505555555557,0.0,,4,9,54,,,19.694801330566406,,,,,
0,U,SimSenU,2008-08-23 02:00:04,"{'Time': 7200, 'Lat': 47.50508333333334, 'Lon': -122.21505555555557, 'Depth': 0.0, 'U': -0.0009759095846675336, 'Bt': 4, 'Bij': 9, 'Bl': 54}",,,,,,,,,7200,47.50508333333334,-122.21505555555557,0.0,,4,9,54,,,,-0.0009759095846675336,,,,
0,W,SimSenV,2008-08-23 02:00:04,"{'Time': 7200, 'Lat': 47.50508333333334, 'Lon': -122.21505555555557, 'Depth': 0.0, 'V': 0.0006581689231097698, 'Bt': 4, 'Bij': 9, 'Bl': 54}",,,,,,,,,7200,47.50508333333334,-122.21505555555557,0.0,,4,9,54,,,,,0.0006581689231097698,,,
0,DOX,SimSenO,2008-08-23 02:00:05,"{'Time': 7200, 'Lat': 47.50508333333334, 'Lon': -122.21505555555557, 'Depth': 0.0, 'DOX': 8.354165077209473, 'Bt': 4, 'Bij': 9, 'Bl': 54}",,,,,,,,,7200,47.50508333333334,-122.21505555555557,0.0,,4,9,54,,,,,,8.354165077209473,,
0,NOX,SimSenN,2008-08-23 02:00:06,"{'Time': 7200, 'Lat': 47.50508333333334, 'Lon': -122.21505555555557, 'Depth': 0.0, 'NOX': 0.3300677239894867, 'Bt': 4, 'Bij': 9, 'Bl': 54}",,,,,,,,,7200,47.50508333333334,-122.21505555555557,0.0,,4,9,54,,,,,,,0.3300677239894867,
0,ALG,SimSenA,2008-08-23 02:00:07,"{'Time': 7200, 'Lat': 47.50508333333334, 'Lon': -122.21505555555557, 'Depth': 0.0, 'ALG': 2.3676087856292725, 'Bt': 4, 'Bij': 9, 'Bl': 54}",,,,,,,,,7200,47.50508333333334,-122.21505555555557,0.0,,4,9,54,,,,,,,,2.3676087856292725
0,sun,SimSenS,2008-08-23 02:30:02,"{'Time': 9000, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 5, 'Bij': nan, 'Bl': nan}",,,,,,,,,9000,,,,0.0,5,,,,,,,,,,
0,wind_x,SimSenX,2008-08-23 02:30:03,"{'Time': 9000, 'Lat': 47.50510416666667, 'Lon': -122.21506944444444, 'Depth': nan, 'wind_x': 2.224374532699585, 'Bt': 5, 'Bij': 9, 'Bl': nan}",,,,,,,,,9000,47.50510416666667,-122.21506944444444,,,5,9,,2.224374532699585,,,,,,,
0,wind_x,SimSenY,2008-08-23 02:30:03,"{'Time': 9000, 'Lat': 47.50510416666667, 'Lon': -122.21506944444444, 'Depth': nan, 'wind_y': -1.0121026039123535, 'Bt': 5, 'Bij': 9, 'Bl': nan}",,,,,,,,,9000,47.50510416666667,-122.21506944444444,,,5,9,,,-1.0121026039123535,,,,,,
0,temperature,SimSenT,2008-08-23 02:30:04,"{'Time': 9000, 'Lat': 47.50510416666667, 'Lon': -122.21506944444444, 'Depth': 0.0, 'temperature': 19.785457611083984, 'Bt': 5, 'Bij': 9, 'Bl': 54}",,,,,,,,,9000,47.50510416666667,-122.21506944444444,0.0,,5,9,54,,,19.785457611083984,,,,,
0,U,SimSenU,2008-08-23 02:30:04,"{'Time': 9000, 'Lat': 47.50510416666667, 'Lon': -122.21506944444444, 'Depth': 0.0, 'U': -0.0006279309163801372, 'Bt': 5, 'Bij': 9, 'Bl': 54}",,,,,,,,,9000,47.50510416666667,-122.21506944444444,0.0,,5,9,54,,,,-0.0006279309163801372,,,,
0,W,SimSenV,2008-08-23 02:30:04,"{'Time': 9000, 'Lat': 47.50510416666667, 'Lon': -122.21506944444444, 'Depth': 0.0, 'V': 0.0005292681744322181, 'Bt': 5, 'Bij': 9, 'Bl': 54}",,,,,,,,,9000,47.50510416666667,-122.21506944444444,0.0,,5,9,54,,,,,0.0005292681744322181,,,
0,DOX,SimSenO,2008-08-23 02:30:05,"{'Time': 9000, 'Lat': 47.50510416666667, 'Lon': -122.21506944444444, 'Depth': 0.0, 'DOX': 8.667867660522461, 'Bt': 5, 'Bij': 9, 'Bl': 54}",,,,,,,,,9000,47.50510416666667,-122.21506944444444,0.0,,5,9,54,,,,,,8.667867660522461,,
0,NOX,SimSenN,2008-08-23 02:30:06,"{'Time': 9000, 'Lat': 47.50510416666667, 'Lon': -122.21506944444444, 'Depth': 0.0, 'NOX': 0.3125343322753906, 'Bt': 5, 'Bij': 9, 'Bl': 54}",,,,,,,,,9000,47.50510416666667,-122.21506944444444,0.0,,5,9,54,,,,,,,0.3125343322753906,
0,ALG,SimSenA,2008-08-23 02:30:07,"{'Time': 9000, 'Lat': 47.50510416666667, 'Lon': -122.21506944444444, 'Depth': 0.0, 'ALG': 2.449331760406494, 'Bt': 5, 'Bij': 9, 'Bl': 54}",,,,,,,,,9000,47.50510416666667,-122.21506944444444,0.0,,5,9,54,,,,,,,,2.449331760406494
0,sun,SimSenS,2008-08-23 03:00:02,"{'Time': 10800, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 6, 'Bij': nan, 'Bl': nan}",,,,,,,,,10800,,,,0.0,6,,,,,,,,,,
0,wind_x,SimSenX,2008-08-23 03:00:03,"{'Time': 10800, 'Lat': 47.505125, 'Lon': -122.21508333333334, 'Depth': nan, 'wind_x': 1.8674156665802002, 'Bt': 6, 'Bij': 9, 'Bl': nan}",,,,,,,,,10800,47.505125,-122.21508333333334,,,6,9,,1.8674156665802002,,,,,,,
0,wind_x,SimSenY,2008-08-23 03:00:03,"{'Time': 10800, 'Lat': 47.505125, 'Lon': -122.21508333333334, 'Depth': nan, 'wind_y': -1.410290241241455, 'Bt': 6, 'Bij': 9, 'Bl': nan}",,,,,,,,,10800,47.505125,-122.21508333333334,,,6,9,,,-1.410290241241455,,,,,,
0,temperature,SimSenT,2008-08-23 03:00:04,"{'Time': 10800, 'Lat': 47.505125, 'Lon': -122.21508333333334, 'Depth': 0.0, 'temperature': 19.849790573120117, 'Bt': 6, 'Bij': 9, 'Bl': 54}",,,,,,,,,10800,47.505125,-122.21508333333334,0.0,,6,9,54,,,19.849790573120117,,,,,
0,U,SimSenU,2008-08-23 03:00:04,"{'Time': 10800, 'Lat': 47.505125, 'Lon': -122.21508333333334, 'Depth': 0.0, 'U': -0.00041435396997258067, 'Bt': 6, 'Bij': 9, 'Bl': 54}",,,,,,,,,10800,47.505125,-122.21508333333334,0.0,,6,9,54,,,,-0.00041435396997258067,,,,
0,W,SimSenV,2008-08-23 03:00:04,"{'Time': 10800, 'Lat': 47.505125, 'Lon': -122.21508333333334, 'Depth': 0.0, 'V': 0.000426539103500545, 'Bt': 6, 'Bij': 9, 'Bl': 54}",,,,,,,,,10800,47.505125,-122.21508333333334,0.0,,6,9,54,,,,,0.000426539103500545,,,
0,DOX,SimSenO,2008-08-23 03:00:05,"{'Time': 10800, 'Lat': 47.505125, 'Lon': -122.21508333333334, 'Depth': 0.0, 'DOX': 9.019909858703613, 'Bt': 6, 'Bij': 9, 'Bl': 54}",,,,,,,,,10800,47.505125,-122.21508333333334,0.0,,6,9,54,,,,,,9.019909858703613,,
0,NOX,SimSenN,2008-08-23 03:00:06,"{'Time': 10800, 'Lat': 47.505125, 'Lon': -122.21508333333334, 'Depth': 0.0, 'NOX': 0.29245632886886597, 'Bt': 6, 'Bij': 9, 'Bl': 54}",,,,,,,,,10800,47.505125,-122.21508333333334,0.0,,6,9,54,,,,,,,0.29245632886886597,
0,ALG,SimSenA,2008-08-23 03:00:07,"{'Time': 10800, 'Lat': 47.505125, 'Lon': -122.21508333333334, 'Depth': 0.0, 'ALG': 2.541597843170166, 'Bt': 6, 'Bij': 9, 'Bl': 54}",,,,,,,,,10800,47.505125,-122.21508333333334,0.0,,6,9,54,,,,,,,,2.541597843170166
0,sun,SimSenS,2008-08-23 03:30:02,"{'Time': 12600, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 7, 'Bij': nan, 'Bl': nan}",,,,,,,,,12600,,,,0.0,7,,,,,,,,,,
0,wind_x,SimSenX,2008-08-23 03:30:03,"{'Time': 12600, 'Lat': 47.50514583333334, 'Lon': -122.21509722222224, 'Depth': nan, 'wind_x': 1.550665020942688, 'Bt': 7, 'Bij': 9, 'Bl': nan}",,,,,,,,,12600,47.50514583333334,-122.21509722222224,,,7,9,,1.550665020942688,,,,,,,
0,wind_x,SimSenY,2008-08-23 03:30:03,"{'Time': 12600, 'Lat': 47.50514583333334, 'Lon': -122.21509722222224, 'Depth': nan, 'wind_y': -1.5040491819381714, 'Bt': 7, 'Bij': 9, 'Bl': nan}",,,,,,,,,12600,47.50514583333334,-122.21509722222224,,,7,9,,,-1.5040491819381714,,,,,,
0,temperature,SimSenT,2008-08-23 03:30:04,"{'Time': 12600, 'Lat': 47.50514583333334, 'Lon': -122.21509722222224, 'Depth': 0.0, 'temperature': 19.893909454345703, 'Bt': 7, 'Bij': 9, 'Bl': 54}",,,,,,,,,12600,47.50514583333334,-122.21509722222224,0.0,,7,9,54,,,19.893909454345703,,,,,
0,U,SimSenU,2008-08-23 03:30:04,"{'Time': 12600, 'Lat': 47.50514583333334, 'Lon': -122.21509722222224, 'Depth': 0.0, 'U': -0.0002920056285802275, 'Bt': 7, 'Bij': 9, 'Bl': 54}",,,,,,,,,12600,47.50514583333334,-122.21509722222224,0.0,,7,9,54,,,,-0.0002920056285802275,,,,
0,W,SimSenV,2008-08-23 03:30:04,"{'Time': 12600, 'Lat': 47.50514583333334, 'Lon': -122.21509722222224, 'Depth': 0.0, 'V': 0.0004465644306037575, 'Bt': 7, 'Bij': 9, 'Bl': 54}",,,,,,,,,12600,47.50514583333334,-122.21509722222224,0.0,,7,9,54,,,,,0.0004465644306037575,,,
0,DOX,SimSenO,2008-08-23 03:30:05,"{'Time': 12600, 'Lat': 47.50514583333334, 'Lon': -122.21509722222224, 'Depth': 0.0, 'DOX': 9.479520797729492, 'Bt': 7, 'Bij': 9, 'Bl': 54}",,,,,,,,,12600,47.50514583333334,-122.21509722222224,0.0,,7,9,54,,,,,,9.479520797729492,,
0,NOX,SimSenN,2008-08-23 03:30:06,"{'Time': 12600, 'Lat': 47.50514583333334, 'Lon': -122.21509722222224, 'Depth': 0.0, 'NOX': 0.2669127583503723, 'Bt': 7, 'Bij': 9, 'Bl': 54}",,,,,,,,,12600,47.50514583333334,-122.21509722222224,0.0,,7,9,54,,,,,,,0.2669127583503723,
0,ALG,SimSenA,2008-08-23 03:30:07,"{'Time': 12600, 'Lat': 47.50514583333334, 'Lon': -122.21509722222224, 'Depth': 0.0, 'ALG': 2.6642699241638184, 'Bt': 7, 'Bij': 9, 'Bl': 54}",,,,,,,,,12600,47.50514583333334,-122.21509722222224,0.0,,7,9,54,,,,,,,,2.6642699241638184
0,sun,SimSenS,2008-08-23 04:00:02,"{'Time': 14400, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 8, 'Bij': nan, 'Bl': nan}",,,,,,,,,14400,,,,0.0,8,,,,,,,,,,
0,wind_x,SimSenX,2008-08-23 04:00:03,"{'Time': 14400, 'Lat': 47.50516666666667, 'Lon': -122.21511111111111, 'Depth': nan, 'wind_x': 1.2483735084533691, 'Bt': 8, 'Bij': 9, 'Bl': nan}",,,,,,,,,14400,47.50516666666667,-122.21511111111111,,,8,9,,1.2483735084533691,,,,,,,
